Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
srX-ranks	dr0-ranks	0.8163616485125988	0.7599999999999999	1.0099038032020191e-07	0.9084615384615384	3.4733019911603265e-10
srX-ranks	dr2-ranks	0.750183124590263	-0.03999999999999999	0.7792783284771574	-0.030769230769230767	0.8839182553315145
srX-ranks	drX-ranks	0.750183124590263	-0.03999999999999999	0.7792783284771574	-0.030769230769230767	0.8839182553315145
dd0-ranks	dd2-ranks	0.7686825460391177	0.05999999999999999	0.6742009885943653	0.08615384615384615	0.6821887087728209
dd0-ranks	ddX-ranks	0.7686825460391177	0.05999999999999999	0.6742009885943653	0.08615384615384615	0.6821887087728209
dd0-ranks	dr0-ranks	0.8388841418055825	0.8666666666666665	1.2609755789283626e-09	0.9446153846153846	1.2870361107787748e-12
dd0-ranks	dr2-ranks	0.7735459316402526	0.33333333333333326	0.019517481182177734	0.48538461538461536	0.013911171596886906
dd0-ranks	drX-ranks	0.7735459316402526	0.33333333333333326	0.019517481182177734	0.48538461538461536	0.013911171596886906
dd2-ranks	ddX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
dd2-ranks	dr0-ranks	0.7508663440094264	-0.05999999999999999	0.6742009885943653	-0.09846153846153846	0.6396101242558592
dd2-ranks	dr2-ranks	0.8609943458568408	0.6466666666666666	5.874298729772541e-06	0.8153846153846154	6.867986307609399e-07
dd2-ranks	drX-ranks	0.8609943458568408	0.6466666666666666	5.874298729772541e-06	0.8153846153846154	6.867986307609399e-07
ddX-ranks	dr0-ranks	0.7508663440094264	-0.05999999999999999	0.6742009885943653	-0.09846153846153846	0.6396101242558592
ddX-ranks	dr2-ranks	0.8609943458568408	0.6466666666666666	5.874298729772541e-06	0.8153846153846154	6.867986307609399e-07
ddX-ranks	drX-ranks	0.8609943458568408	0.6466666666666666	5.874298729772541e-06	0.8153846153846154	6.867986307609399e-07
dr0-ranks	dr2-ranks	0.7646558151280475	0.19999999999999996	0.16112494928905174	0.3038461538461538	0.13977669221855882
dr0-ranks	drX-ranks	0.7646558151280475	0.19999999999999996	0.16112494928905174	0.3038461538461538	0.13977669221855882
dr2-ranks	drX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
