Certes	Rg	CERTES
Enveloppent	Vvc	ENVELOPPER
sa	Ds	SON
force	Nc	FORCE|FORCÉ
au	S+Da	À+LE
sein	Nc	SEIN
de	S	DE
la	Da	LE
matière	Nc	MATIÈRE
,	Fw	,
Et	Vvc	Et
nomment	Vvc	NOMMER
un	Dn	UN
instinct	Nc	INSTINCT
ce	Dd	CE
premier	Ag	PREMIER
mouvement	Nc	MOUVEMENT
Qui	Vvc	Qui
nous	Pp	NOUS
frappe	Vvc	FRAPPER
d'abord	Nc	d'abord
avec	S	AVEC
aveuglement	Nc	AVEUGLEMENT
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
prenant	Ga	PRENDRE
du	S+Da	DE+LE
temps	Nc	TEMPS
des	S+Da	DE+LE|DE+LES
forces	Nc	FORCE|FORCÉ
suffisantes	Ga	SUFFIRE
En	Vvc	En
forme	Nc	FORME
dans	S	DANS
le	Da	LE
sens	Nc	SENS
des	S+Da	DE+LE|DE+LES
images	Nc	IMAGE
pressantes	Ag	PRESSANT
,	Fw	,
Qui	Vvc	Qui
n'	Rp	NE
en	Pp	EN
font	Vvc	FAIRE
le	Da	LE
rapport	Nc	RAPPORT
à	S	À
notre	Ds	NOTRE
entendement	Nc	ENTENDEMENT
Qu'	Vvc	Qu'
après	S	APRÈS
s'	Pp	SE
être	Vun	ÊTRE
engagé	Ge	ENGAGER
sans	S	SANS
son	Ds	SON
consentement	Nc	CONSENTEMENT
.	Fs	.
Ainsi	Rg	AINSI
donc	Rg	DONC
...	Fs	...
Nous	Vvc	Nous
perdrions	Vvc	PERDRE
le	Da	LE
droit	Nc	DROIT
du	S+Da	DE+LE
libre	Ag	LIBRE
arbitre	Nc	ARBITRE
.	Fs	.
Mais	Cc	MAIS
...	Fw	...
Il	Vvc	Il
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
de	S	DE
mais	Cc	MAIS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
notre	Ds	NOTRE
plus	Rg	PLUS
beau	Ag	BEAU
titre	Nc	TITRE
.	Fs	.
Quoi	Pt	QUE|QUOI
...	Fs	...
C'	Vvc	C'
est	Vuc	ÊTRE
parler	Vvn	PARLER
en	S	EN
vain	Ag	VAIN
,	Fw	,
l'	Da	LE
âme	Nc	ÂME
a	Vuc	AVOIR
sa	Ds	SON
volonté	Nc	VOLONTÉ
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
...	Fs	...
Nous	Vvc	Nous
naissons	Vvc	NAÎTRE
en	S	EN
pleine	Ag	PLEIN
liberté	Nc	LIBERTÉ
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
sans	S	SANS
doute	Nc	DOUTE
...	Fs	...
Autrement	Nc	Autrement
notre	Ds	NOTRE
essence	Nc	ESSENCE
est	Vuc	ÊTRE
mortelle	Ag	MORTEL
.	Fs	.
D'	S	DE
effet	Nc	EFFET
...	Fs	...
Et	Vvc	Et
nous	Pp	NOUS
n'	Rp	NE
aurions	Vuc	AVOIR
qu'	Rg	QUE
une	Dn	UN
âme	Nc	ÂME
naturelle	Ag	NATUREL
.	Fs	.
Bon	Ag	BON
...	Fs	...
C'	Vvc	C'
est	Vuc	ÊTRE
le	Da	LE
sentiment	Nc	SENTIMENT
que	Pr	QUE
nous	Pp	NOUS
devons	Vvc	DEVOIR
avoir	Vun	AVOIR
.	Fs	.
Donc	Rg	DONC
...	Fs	...
C'	Vvc	C'
est	Vuc	ÊTRE
la	Da	LE
vérité	Nc	VÉRITÉ
que	Pr	QUE
nous	Pp	NOUS
devons	Vvc	DEVOIR
savoir	Vvn	SAVOIR
.	Fs	.
Un	Dn	UN
mot	Nc	MOT
...	Fs	...
Quoi	Vvc	Quoi
,	Fw	,
voudrais	Vvc	VOULOIR
-tu	Vvn	-tu
des	Dn	UN
âmes	Nc	ÂME
radicales	Ag	RADICAL
Où	Vvc	Où
l'	Da	LE
opération	Nc	OPÉRATION
pareille	Ag	PAREIL
aux	S+Da	À+LES
animales	Ag	ANIMAL
.	Fs	.
Je	Pp	JE
voudrais	Vvc	VOULOIR
te	Pp	TU
casser	Vvn	CASSER
la	Da	LE
gueule	Nc	GUEULE
...	Fs	...
On	Vvc	On
a	S	À
grand	Ag	GRAND
tort	Nc	TORT
De	Vvc	De
vouloir	Vvn	VOULOIR
que	Cs	QUE
l'	Da	LE
esprit	Nc	ESPRIT
s'	Pp	SE
éteigne	Vvc	ÉTEINDRE
par	S	PAR
la	Da	LE
mort	Nc	MORT
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
pour	S	POUR
en	Pp	EN
avoir	Vun	AVOIR
l'	Da	LE
entière	Ag	ENTIER
connaissance	Nc	CONNAISSANCE
,	Fw	,
Savoir	Vvc	Savoir
que	Cs	QUE
l'	Da	LE
âme	Nc	ÂME
vient	Vvc	VENIR
d'	S	DE
une	Dn	UN
immortelle	Ag	IMMORTEL
essence	Nc	ESSENCE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
en	S	EN
nous	Pp	NOUS
animant	Ga	ANIMER
il	Pp	IL
est	Vuc	ÊTRE
tout	Rg	TOUT
évident	Ag	ÉVIDENT
Qu'	Nc	Qu'
elle	Pp	IL
est	Vuc	ÊTRE
une	Dn	UN
substance	Nc	SUBSTANCE
et	Cc	ET
non	Rg	NON
un	Dn	UN
accident	Nc	ACCIDENT
,	Fw	,
Ayant	Ga	AVOIR
des	Dn	UN
attributs	Nc	ATTRIBUT
du	S+Da	DE+LE
maître	Nc	MAÎTRE
du	S+Da	DE+LE
tonnerre	Nc	TONNERRE
,	Fw	,
Elle	Vvc	Elle
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
feu	Nc	FEU
,	Fw	,
d'	S	DE
air	Nc	AIR
,	Fw	,
d'	S	DE
eau	Nc	EAU
,	Fw	,
ni	Cc	NI
moins	Rg	MOINS
de	S	DE
terre	Nc	TERRE
,	Fw	,
Ni	Vvc	Ni
le	Da	LE
tempérament	Nc	TEMPÉRAMENT
des	S+Da	DE+LE|DE+LES
quatre	Nc	QUATRE
qualités	Nc	QUALITÉ
Qui	Ag	Qui
renferme	Vvc	RENFERMER
dans	S	DANS
soi	Pp	IL
tant	Rg	TANT
de	S	DE
diversités	Nc	DIVERSITÉ
.	Fs	.
Enfin	Rg	ENFIN
...	Fs	...
Les	Vvc	Les
minéraux	Ag	MINÉRAL
produits	Nc	PRODUIT
d'	S	DE
air	Nc	AIR
et	Cc	ET
de	S	DE
flamme	Nc	FLAMME
Ont	Vvc	Ont
un	Dn	UN
tempérament	Nc	TEMPÉRAMENT
,	Fw	,
mais	Cc	MAIS
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
une	Dn	UN
âme	Nc	ÂME
.	Fs	.
L'	Da	LE
âme	Nc	ÂME
est	Vuc	ÊTRE
encore	Rg	ENCORE
plus	Rg	PLUS
que	Cs	QUE
n'	Rp	NE
est	Vuc	ÊTRE
le	Da	LE
mouvement	Nc	MOUVEMENT
,	Fw	,
Plusieurs	Ag	Plusieurs
choses	Nc	CHOSE
en	Pp	EN
ont	Vuc	AVOIR
sans	S	SANS
avoir	Vun	AVOIR
sentiment	Nc	SENTIMENT
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
sur	S	SUR
les	Da	LE
objets	Nc	OBJET
agissent	Vvc	AGIR
avecque	Vvc	avecque
force	Di	FORCE
D'	Nc	D'
un	Dn	UN
arbre	Nc	ARBRE
mort	Ge	MOURIR
,	Fw	,
le	Da	LE
fruit	Nc	FRUIT
,	Fw	,
ou	Cc	OU
la	Da	LE
feuille	Nc	FEUILLE|FEUILLÉ
,	Fw	,
ou	Cc	OU
l'	Da	LE
écorce	Nc	ÉCORCE
,	Fw	,
Donnent	Vvc	DONNER
à	S	À
nos	Ds	NOTRE
humeurs	Nc	HUMEUR
un	Dn	UN
secret	Ag	SECRET
mouvement	Nc	MOUVEMENT
,	Fw	,
L'	Vvc	L'
ambre	Nc	AMBRE
attire	Vvc	ATTIRER
des	Dn	UN
corps	Nc	CORPS
,	Fw	,
ainsi	Rg	AINSI
que	Rg	QUE
fait	Ge	FAIRE
l'	Da	LE
aimant	Nc	AIMANT
.	Fs	.
Ah	I	AH
!	Fs	!
L'	Da	LE
âme	Nc	ÂME
n'	Rp	NE
est	Vuc	ÊTRE
donc	Rg	DONC
pas	Rg	PAS
cette	Dd	CE
aveugle	Ag	AVEUGLE
puissance	Nc	PUISSANCE
Qui	Vvc	Qui
se	Pp	IL
meut	Vvc	MOUVOIR
ou	Cc	OU
qui	Pr	QUI
fait	Vvc	FAIRE
mouvoir	Vvn	MOUVOIR
sans	S	SANS
connaissance	Nc	CONNAISSANCE
.	Fs	.
J'	Pp	JE
enrage	Vvc	ENRAGER
...	Fs	...
Elle	Vvc	Elle
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
le	Da	LE
sang	Nc	SANG
,	Fw	,
comme	Cs	COMME
on	Pp	ON
a	Vuc	AVOIR
dit	Ge	DIRE
.	Fs	.
Parlera-t-il	Vvc	Parlera-t-il
toujours	Rg	TOUJOURS
?	Fs	?
Mais	Cc	MAIS
...	Fw	...
Ce	Vvc	Ce
mais	Cc	MAIS
m'	Pp	JE
étourdit	Vvc	ÉTOURDIR
.	Fs	.
Peste	Nc	PESTE
.	Fs	.
Nous	Pp	NOUS
pouvons	Vvc	POUVOIR
voir	Vvn	VOIR
des	Dn	UN
choses	Nc	CHOSE
animées	Ge	ANIMER
,	Fw	,
Qui	Vvc	Qui
sans	S	SANS
avoir	Vun	AVOIR
de	S	DE
sang	Nc	SANG
avaient	Vuc	AVOIR
été	Ge	ÊTRE
formées	Ge	FORMER
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
des	Dn	UN
animaux	Nc	ANIMAL
qui	Pr	QUI
n'	Rp	NE
en	Pp	EN
répandent	Vvc	RÉPANDRE
pas	Rg	PAS
Après	Vvc	Après
le	Da	LE
coup	Nc	COUP
fatal	Ag	FATAL
qui	Pr	QUI
cause	Vvc	CAUSER
leur	Ds	LEUR
trépas	Nc	TRÉPAS
.	Fs	.
L'	Da	LE
âme	Nc	ÂME
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
aussi	Rg	AUSSI
l'	Da	LE
acte	Nc	ACTE
ni	Cc	NI
l'	Da	LE
énergie	Nc	ÉNERGIE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
au	S+Da	À+LE
corps	Nc	CORPS
qu'	Pr	QUE
appartient	Vvc	APPARTENIR
le	Da	LE
mot	Nc	MOT
d'	S	DE
entelechie	Nc	ENTÉLÉCHIE
.	Fs	.
Hola	I	HOLA
!	Fs	!
Prête	Vvc	Prête
l'	Da	LE
oreille	Nc	OREILLE
à	S	À
mes	Ds	MON
solutions	Nc	SOLUTION
,	Fw	,
L'	Vvc	L'
âme	Nc	ÂME
n'	Rp	NE
ayant	Ga	AVOIR
donc	Rg	DONC
point	Rg	POINT
ces	Dd	CE
définitions	Nc	DÉFINITION
Pour	Ag	Pour
te	Pp	TU
faire	Vvn	FAIRE
savoir	Vvn	SAVOIR
comme	Cs	COMME
elle	Pp	IL
est	Vuc	ÊTRE
immortelle	Ag	IMMORTEL
.	Fs	.
Écoute	Vvc	Écoute
les	Da	LE
vertus	Nc	VERTU
qui	Pr	QUI
subsistent	Vvc	SUBSISTER
en	S	EN
elle	Pp	IL
,	Fw	,
Par	Nc	PAR
un	Dn	UN
divin	Ag	DIVIN
génie	Nc	GÉNIE
,	Fw	,
et	Cc	ET
des	S+Da	DE+LE|DE+LES
ressorts	Nc	RESSORT
divers	Ag	DIVERS
Trois	Vvc	TRAIRE
âmes	Nc	ÂME
font	Vvc	FAIRE
mouvoir	Vvn	MOUVOIR
tout	Di	TOUT
ce	Dd	CE
grand	Ag	GRAND
univers	Nc	UNIVERS
:	Fw	:
Aux	S+Da	À+LES
plantes	Nc	PLANTE|PLANTÉ
seulement	Rg	SEULEMENT
est	Vuc	ÊTRE
la	Da	LE
végétative	Ag	VÉGÉTATIF
,	Fw	,
La	Vvc	La
sensitive	Nc	SENSITIF|SENSITIVE
au	S+Da	À+LE
corps	Nc	CORPS
,	Fw	,
l'	Da	LE
âme	Nc	ÂME
a	Vuc	AVOIR
l'	Da	LE
intellective	Nc	intellective
,	Fw	,
Et	Vvc	Et
donne	Vvc	DONNER
l'	Da	LE
existence	Nc	EXISTENCE
aux	S+Da	À+LES
deux	Nc	DEUX
qu'	Pr	QUE
elle	Pp	IL
comprend	Vvc	COMPRENDRE
Ainsi	Vvc	Ainsi
qu'	Cs	QUE
un	Dn	UN
petit	Ag	PETIT
nombre	Nc	NOMBRE
est	Vuc	ÊTRE
compris	Ge	COMPRENDRE
au	S+Da	À+LE
plus	Rg	PLUS
grand	Ag	GRAND
.	Fs	.
Des	S+Da	DE+LE|DE+LES
trois	Nc	TROIS
,	Fw	,
la	Da	LE
corruptible	Ag	CORRUPTIBLE
est	Vuc	ÊTRE
jointe	Ge	JOINDRE
à	S	À
la	Da	LE
matière	Nc	MATIÈRE
,	Fw	,
La	Vvc	La
seconde	Vvc	SECONDER
approchant	Rg	APPROCHANT
de	S	DE
sa	Ds	SON
clarté	Nc	CLARTÉ
première	Ag	PREMIER
Agit	Vvc	AGIR
dans	S	DANS
les	Da	LE
démons	Nc	DÉMON
sans	S	SANS
commerce	Nc	COMMERCE
des	S+Da	DE+LE|DE+LES
corps	Nc	CORPS
;	Fw	;
Et	Vvc	Et
la	Da	LE
troisième	Nc	TROISIÈME
enfin	Rg	ENFIN
par	S	PAR
de	Dn	UN
divins	Ag	DIVIN
efforts	Nc	EFFORT
Pour	Ag	Pour
faire	Vvn	FAIRE
un	Dn	UN
composé	Nc	COMPOSÉ
sut	Vvc	SAVOIR
renfermer	Vvn	RENFERMER
en	Pp	EN
elle	Pp	IL
La	Vvc	La
nature	Nc	NATURE
divine	Ag	DIVIN
avecque	Vvc	avecque
la	Da	LE
mortelle	Ag	MORTEL
,	Fw	,
Aussi	Ge	Aussi
l'	Da	LE
âme	Nc	ÂME
à	S	À
l'	Da	LE
arbitre	Nc	ARBITRE
.	Fs	.
Ah	I	AH
!	Fs	!
c'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
arbitré	Ge	ARBITRER
Au	Vvc	Au
diable	Ag	DIABLE
le	Da	LE
moment	Nc	MOMENT
que	Pr	QUE
je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
rencontré	Ge	RENCONTRER
.	Fs	.
Au	S+Da	À+LE
diable	Nc	DIABLE
le	Da	LE
pendard	Nc	PENDARD
qui	Pr	QUI
ne	Rp	NE
veut	Vvc	VOULOIR
rien	Pi	RIEN
apprendre	Vvn	APPRENDRE
.	Fs	.
Au	S+Da	À+LE
diable	Nc	DIABLE
les	Da	LE
savants	Ag	SAVANT
,	Fw	,
et	Cc	ET
qui	Pr	QUI
les	Pp	ILS
peut	Vvc	POUVOIR
comprendre	Vvn	COMPRENDRE
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
si	Cs	SI
tu	Pp	TU
m'	Pp	JE
y	Pp	Y
retiens	Vvc	RETENIR
on	Pp	ON
y	Pp	Y
verra	Vvc	VOIR
beau	Ag	BEAU
bruit	Nc	BRUIT
,	Fw	,
Mais	Vvc	Mais
...	Fs	...
Encor	Nc	Encor
me	Pp	JE
parler	Vvn	PARLER
,	Fw	,
bonsoir	Nc	BONSOIR
et	Cc	ET
bonne	Ag	BON
nuit	Nc	NUIT
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
donné	Ge	DONNER
le	Da	LE
paquet	Nc	PAQUET
à	S	À
Léonce	Nc	Léonce
,	Fw	,
Qui	Vvc	Qui
dans	S	DANS
peu	Rg	PEU
par	S	PAR
la	Da	LE
poste	Nc	POSTE
apportera	Vvc	APPORTER
réponse	Nc	RÉPONSE
;	Fw	;
Et	Vvc	Et
quand	Cs	QUAND
de	S	DE
vos	Ds	VOTRE
parents	Nc	PARENT
l'	Da	LE
ordre	Nc	ORDRE
sera	Vuc	ÊTRE
venu	Ge	VENIR
,	Fw	,
Je	Vvc	Je
me	Pp	JE
ferai	Vvc	FAIRE|FERRER
connaître	Vvn	CONNAÎTRE
à	S	À
qui	Pr	QUI
m'	Pp	JE
a	Vuc	AVOIR
méconnu	Ge	MÉCONNAÎTRE
,	Fw	,
Et	Vvc	Et
vengerai	Vvc	VENGER
l'	Da	LE
affront	Nc	AFFRONT
que	Pr	QUE
vous	Pp	VOUS
fait	Vvc	FAIRE
un	Dn	UN
infâme	Ag	INFÂME
Qui	Nc	Qui
vous	Pp	VOUS
contraint	Vvc	CONTRAINDRE
par	S	PAR
force	Nc	FORCE|FORCÉ
à	S	À
vous	Pp	VOUS
dire	Vvn	DIRE
sa	Ds	SON
femme	Nc	FEMME
.	Fs	.
Attendez	Vvc	ATTENDRE
donc	Rg	DONC
ce	Dd	CE
temps	Nc	TEMPS
,	Fw	,
et	Cc	ET
faites	Vvc	FAIRE
comme	S	COMME
moi	Pp	JE
,	Fw	,
Pour	Nc	POUR
détourner	Vvn	DÉTOURNER
le	Da	LE
cours	Nc	COUR|COURS|COURT
des	S+Da	DE+LE|DE+LES
maux	Nc	MAL
que	Pr	QUE
je	Pp	JE
prévois	Vvc	PRÉVOIR
,	Fw	,
Si	Vvc	Si
je	Pp	JE
n'	Rp	NE
eusse	Vuc	AVOIR
donné	Ge	DONNER
quelque	Di	QUELQUE
vaine	Ag	VAIN
espérance	Nc	ESPÉRANCE
À	Nc	À
celui	Pd	CELUI
qui	Pr	QUI
m'	Pp	JE
enlève	Vvc	ENLEVER
avecque	Ag	avecque
violence	Nc	VIOLENCE
,	Fw	,
Il	Vvc	Il
aurait	Vuc	AVOIR
hasardé	Ge	HASARDER
par	S	PAR
de	Dn	UN
derniers	Ag	DERNIER
efforts	Nc	EFFORT
De	Vvc	De
me	Pp	JE
ravir	Vvn	RAVIR
aussi	Rg	AUSSI
le	Da	LE
plus	Rg	PLUS
beau	Ag	BEAU
des	S+Da	DE+LE|DE+LES
trésors	Nc	TRÉSOR
,	Fw	,
L'	Vvc	L'
honneur	Nc	HONNEUR
qui	Pr	QUI
m'	Pp	JE
est	Vuc	ÊTRE
cent	Nc	CENT
fois	Nc	FOI|FOIS
bien	Rg	BIEN
plus	Rg	PLUS
cher	Ag	CHER
que	Cs	QUE
la	Da	LE
vie	Nc	VIE
,	Fw	,
Mais	Vvc	Mais
en	S	EN
lui	Pp	IL
promettant	Ga	PROMETTRE
de	S	DE
plaire	Vvn	PLAIRE
à	S	À
son	Ds	SON
envie	Nc	ENVIE
,	Fw	,
Par	Nc	PAR
ces	Dd	CE
détours	Nc	DÉTOUR
adroits	Ag	ADROIT
j'	Pp	JE
ai	Vuc	AVOIR
trouvé	Ge	TROUVER
les	Da	LE
moyens	Nc	MOYEN|MOYENS
De	Vvc	De
retourner	Vvn	RETOURNER
bientôt	Rg	BIENTÔT
entre	S	ENTRE
les	Da	LE
bras	Nc	BRAS
des	S+Da	DE+LE|DE+LES
miens	Ps	MIEN
,	Fw	,
Et	Vvc	Et
de	S	DE
sauver	Vvn	SAUVER
l'	Da	LE
honneur	Nc	HONNEUR
où	Pr	OÙ
je	Pp	JE
devais	Vvc	DEVOIR
tout	Rg	TOUT
craindre	Vvn	CRAINDRE
.	Fs	.
Sa	Ds	SON
mort	Nc	MORT
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Sur	S	SUR
ce	Dd	CE
point	Nc	POINT
tâchez	Vvc	TÂCHER
de	S	DE
vous	Pp	VOUS
contraindre	Vvn	CONTRAINDRE
En	Vvc	En
m'	Pp	JE
ôtant	Ga	ÔTER
de	S	DE
ses	Ds	SON
mains	Nc	MAIN
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
le	Pp	IL
punir	Vvn	PUNIR
assez	Rg	ASSEZ
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
devez	Vvc	DEVOIR
songer	Vvn	SONGER
si	Cs	SI
vous	Pp	VOUS
me	Pp	JE
chérissez	Vvc	CHÉRIR
,	Fw	,
Que	Vvc	Que
les	Da	LE
soins	Nc	SOIN
qu'	Pr	QUE
il	Pp	IL
a	Vuc	AVOIR
pris	Ge	PRENDRE
pour	S	POUR
m'	Pp	JE
avoir	Vun	AVOIR
conservée	Ge	CONSERVER
Méritent	Vvc	Méritent
le	Da	LE
pardon	Nc	PARDON
de	S	DE
m'	Pp	JE
avoir	Vun	AVOIR
enlevée	Ge	ENLEVER
.	Fs	.
Pour	S	POUR
nous	Pp	NOUS
venger	Vvn	VENGER
tous	Di	TOUT
deux	Nc	DEUX
j'	Pp	JE
immolerai	Vvc	IMMOLER
ses	Ds	SON
jours	Nc	JOUR|JOURS
.	Fs	.
Me	Pp	JE
pouvez	Vvc	POUVOIR
-vous	Nc	-vous
aimer	Vvn	AIMER
et	Cc	ET
tenir	Vvn	TENIR
ce	Dd	CE
discours	Nc	DISCOURS
.	Fs	.
Une	Dn	UN
si	Rg	SI
longue	Ag	LONG
feinte	Nc	FEINTE
est	Vuc	ÊTRE
une	Dn	UN
ardente	Ag	ARDENT
preuve	Nc	PREUVE
De	Vvc	De
l'	Da	LE
état	Nc	ÉTAT
misérable	Ag	MISÉRABLE
où	Pr	OÙ
mon	Ds	MON
âme	Nc	ÂME
se	Pp	IL
trouve	Vvc	TROUVER
:	Fw	:
Et	Cc	ET
tant	Rg	TANT
de	S	DE
vérités	Nc	VÉRITÉ
se	Pp	IL
doivent	Vvc	DEVOIR
appuyer	Vvn	APPUYER
Par	Nc	PAR
les	Da	LE
divers	Ag	DIVERS
affronts	Nc	AFFRONT
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
faut	Vvc	FAILLIR|FALLOIR
essuyer	Vvn	ESSUYER
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
donner	Vvn	DONNER
au	S+Da	À+LE
temps	Nc	TEMPS
ces	Dd	CE
lâches	Ag	LÂCHE
déférences	Nc	DÉFÉRENCE
Qu'	Vvc	Qu'
il	Pp	IL
exige	Vvc	EXIGER
de	S	DE
nous	Pp	NOUS
pour	S	POUR
finir	Vvn	FINIR
nos	Ds	NOTRE
souffrances	Nc	SOUFFRANCE
.	Fs	.
Aussi	Rg	AUSSI
vous	Pp	VOUS
me	Pp	JE
verrez	Vvc	VOIR
d'	S	DE
un	Dn	UN
esprit	Nc	ESPRIT
résigné	Ge	RÉSIGNER
Satisfait	Vvc	SATISFAIRE
,	Fw	,
et	Cc	ET
confus	Ag	CONFUS
,	Fw	,
content	Ag	CONTENT
et	Cc	ET
dédaigné	Ge	DÉDAIGNER
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
voir	Vvn	VOIR
venir	Vvn	VENIR
Oronte	Vvc	Oronte
avec	S	AVEC
Climante	Ga	Climante
.	Fs	.
Évitons	Vvc	Évitons
leur	Ds	LEUR
rencontre	Nc	RENCONTRE
elle	Pp	IL
est	Vuc	ÊTRE
trop	Rg	TROP
déplaisante	Ag	DÉPLAISANT
,	Fw	,
Comme	Vvc	Comme
en	S	EN
nous	Pp	NOUS
promenant	Ga	PROMENER
marchons	Vvc	MARCHER
négligemment	Rg	NÉGLIGEMMENT
,	Fw	,
Nous	Vvc	Nous
reviendrons	Vvc	REVENIR
...	Fs	...
Olympe	Vvc	Olympe
en	S	EN
rit	Nc	RIT
à	S	À
tout	Di	TOUT
moment	Nc	MOMENT
,	Fw	,
Mais	Vvc	Mais
qui	Pr	QUI
croirait	Vvc	CROIRE
jamais	Rg	JAMAIS
une	Dn	UN
telle	Ag	TEL
innocence	Nc	INNOCENCE
?	Fs	?
Elle	Pp	IL
passe	Vvc	PASSER
au	S+Da	À+LE
delà	Nc	delà
de	S	DE
toute	Di	TOUT
la	Da	LE
créance	Nc	CRÉANCE
.	Fs	.
Enfin	Rg	ENFIN
vous	Pp	VOUS
connaissez	Vvc	CONNAÎTRE
l'	Da	LE
esprit	Nc	ESPRIT
du	S+Da	DE+LE
pèlerin	Nc	PÈLERIN
.	Fs	.
Je	Pp	JE
ne	Rp	NE
l'	Pp	IL
aurais	Vuc	AVOIR
pas	Rg	PAS
cru	Ge	CROIRE|CROÎTRE
,	Fw	,
ni	Cc	NI
si	Rg	SI
sot	Ag	SOT
,	Fw	,
ni	Cc	NI
si	Rg	SI
vain	Ag	VAIN
.	Fs	.
Mais	Cc	MAIS
fut-il	Ag	fut-il
encor	Nc	encor
pis	Nc	PIS
,	Fw	,
Olympe	Vvc	Olympe
le	Pp	IL
désire	Vvc	DÉSIRER
,	Fw	,
Et	Vvc	Et
trouve	Vvc	TROUVER
en	S	EN
le	Pp	IL
jouant	Ga	JOUER
tant	Rg	TANT
de	S	DE
sujets	Nc	SUJET
de	S	DE
rire	Vvn	RIRE
,	Fw	,
Qu'	Vvc	Qu'
elle	Pp	IL
est	Vuc	ÊTRE
de	Dn	UN
belle	Ag	BEAU
humeur	Nc	HUMEUR
à	S	À
le	Pp	IL
voir	Vvn	VOIR
seulement	Rg	SEULEMENT
!	Fs	!
Ce	Pd	CE
qui	Pr	QUI
pour	S	POUR
l'	Pp	IL
adoucir	Vvn	ADOUCIR
me	Pp	JE
sert	Vvc	SERVIR
infiniment	Rg	INFINIMENT
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
lui	Pp	IL
jouer	Vvn	JOUER
des	Dn	UN
pièces	Nc	PIÈCE
d'	S	DE
importance	Nc	IMPORTANCE
Pour	Ag	Pour
lui	Pp	IL
donner	Vvn	DONNER
plaisir	Nc	PLAISIR
de	S	DE
son	Ds	SON
extravagance	Nc	EXTRAVAGANCE
.	Fs	.
Il	Pp	IL
m'	Pp	JE
est	Vuc	ÊTRE
venu	Ge	VENIR
trouver	Vvn	TROUVER
dedans	Rg	DEDANS
le	Da	LE
cabinet	Nc	CABINET
,	Fw	,
Où	Vvc	Où
nous	Pp	NOUS
entretenant	Ga	ENTRETENIR
des	Dn	UN
grâces	Nc	GRÂCE
du	S+Da	DE+LE
sonnet	Nc	SONNET
,	Fw	,
Par	Nc	PAR
des	S+Da	DE+LE|DE+LES
galimatias	Nc	GALIMATIAS
d'	S	DE
une	Dn	UN
assez	Rg	ASSEZ
longue	Ag	LONG
haleine	Nc	HALEINE
Il	Vvc	Il
m'	Pp	JE
a	Vuc	AVOIR
voulu	Ge	VOULOIR
produire	Vvn	PRODUIRE
un	Dn	UN
effort	Nc	EFFORT
de	S	DE
sa	Ds	SON
veine	Nc	VEINE
;	Fw	;
De	Vvc	De
qui	Pr	QUI
les	Da	LE
meilleurs	Ag	MEILLEUR
vers	Nc	VER|VERS|VERT
sont	Vuc	ÊTRE
pleins	Ag	PLEIN
de	S	DE
mauvais	Ag	MAUVAIS
mots	Nc	MOT|MOTS
Et	Vvc	Et
de	S	DE
raisonnements	Nc	RAISONNEMENT
ridicules	Ag	RIDICULE
et	Cc	ET
sots	Ag	SOT
.	Fs	.
Pour	S	POUR
,	Fw	,
je	Pp	JE
me	Pp	JE
ressouviens	Vvc	RESSOUVENIR
,	Fw	,
il	Pp	IL
met	Vvc	METTRE
je	Pp	JE
me	Pp	JE
recorde	Vvc	RECORDER
,	Fw	,
Et	Vvc	Et
rime	Nc	RIME
hallebarde	Nc	HALLEBARDE
avec	S	AVEC
miséricorde	Nc	MISÉRICORDE
,	Fw	,
Les	Vvc	Les
voyelles	Nc	VOYELLE
chez	S	CHEZ
lui	Pp	IL
sont	Vuc	ÊTRE
