Ah	I	AH
Marforio	Nc	Marforio
?	Fs	?
On	Pp	ON
dit	Vvc	DIRE
qu'	Cs	QUE
ils	Pp	ILS
guérissent	Vvc	GUÉRIR
la	Da	LE
folie	Nc	FOLIE
,	Fw	,
vous	Pp	VOUS
en	Pp	EN
avez	Vuc	AVOIR
autant	Rg	AUTANT
de	S	DE
besoin	Nc	BESOIN
qu'	Pr	QUE
elles	Pp	ILS
.	Fs	.
Tenez	Vvc	TENIR
,	Fw	,
voilà	I	VOILÀ
Pasquin	Nc	PASQUIN
qui	Pr	QUI
vient	Vvc	VENIR
.	Fs	.
Pasquin	Nc	PASQUIN
se	Pp	IL
promène	Vvc	PROMENER
à	S	À
grands	Ag	GRAND
pas	Rg	PAS
sans	S	SANS
regarder	Vvn	REGARDER
personne	Pi	PERSONNE
.	Fs	.
Monsieur	Nc	MONSIEUR
Pasquin	Ag	Pasquin
,	Fw	,
écoutez	Vvc	ÉCOUTER
-moi	Vvc	-moi
.	Fs	.
Je	Pp	JE
ne	Rp	NE
m'	Pp	JE
appelle	Vvc	APPELER
plus	Rg	PLUS
Pasquin	Ag	Pasquin
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
changé	Ge	CHANGER
de	S	DE
nom	Nc	NOM
.	Fs	.
Changé	Vvc	Changé
de	S	DE
nom	Nc	NOM
!	Fs	!
Et	Cc	ET
pourquoi	Rt	POURQUOI
?	Fs	?
Pour	S	POUR
faire	Vvn	FAIRE
fortune	Nc	FORTUNE
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
Le	Da	LE
changement	Nc	CHANGEMENT
de	S	DE
nom	Nc	NOM
fait	Vvc	FAIRE
faire	Vvn	FAIRE
fortune	Nc	FORTUNE
?	Fs	?
Je	Pp	JE
vous	Pp	VOUS
déclare	Vvc	DÉCLARER
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
m'	Pp	JE
appelle	Vvc	APPELER
plus	Rg	PLUS
Pierrot	Ag	Pierrot
.	Fs	.
Mortels	Nc	MORTEL
,	Fw	,
faibles	Ag	FAIBLE
mortels	Nc	MORTEL
,	Fw	,
ignorants	Ag	IGNORANT
et	Cc	ET
superficiels	Ag	SUPERFICIEL
,	Fw	,
qui	Pr	QUI
jugez	Vvc	JUGER
des	Dn	UN
choses	Nc	CHOSE
par	S	PAR
les	Da	LE
noms	Nc	NOM
,	Fw	,
des	S+Da	DE+LE|DE+LES
hommes	Nc	HOMME
par	S	PAR
les	Da	LE
habits	Nc	HABIT|HABITS
,	Fw	,
et	Cc	ET
de	S	DE
la	Da	LE
seringue	Nc	SERINGUE
pour	S	POUR
l'	Da	LE
étui	Nc	ÉTUI
.	Fs	.
Voilà	Vvc	Voilà
bien	Rg	BIEN
des	Dn	UN
moralités	Nc	MORALITÉ
à	S	À
contretemps	Nc	CONTRETEMPS
!	Fs	!
Que	Cs	QUE
de	S	DE
changements	Nc	CHANGEMENT
,	Fw	,
que	Cs	QUE
de	S	DE
révolutions	Nc	RÉVOLUTION
subites	Ag	SUBIT
dans	S	DANS
la	Da	LE
fortune	Nc	FORTUNE
et	Cc	ET
dans	S	DANS
la	Da	LE
qualité	Nc	QUALITÉ
par	S	PAR
le	Da	LE
seul	Ag	SEUL
changement	Nc	CHANGEMENT
de	S	DE
nom	Nc	NOM
!	Fs	!
Voyez	Vvc	VOIR
cette	Dd	CE
coquette	Nc	COQUET|COQUETTE
illustre	Ag	ILLUSTRE
.	Fs	.
Pendant	S	PENDANT
qu'	Cs	QUE
elle	Pp	IL
s'	Pp	SE
appelait	Vvc	APPELER
Toinette	Nc	Toinette
,	Fw	,
à	S	À
peine	Nc	PEINE
ses	Ds	SON
charmes	Nc	CHARME
naissants	Ga	NAÎTRE
lui	Pp	IL
produisaient	Vvc	PRODUIRE
-ils	Vvn	-ils
de	S	DE
quoi	Pr	QUE|QUOI
se	Pp	IL
vêtir	Vvn	VÊTIR
d'	S	DE
une	Dn	UN
simple	Ag	SIMPLE
grisette	Nc	GRISETTE
;	Fw	;
à	S	À
présent	Nc	PRÉSENT
qu'	Pr	QUE
on	Pp	ON
l'	Pp	IL
appelle	Vvc	APPELER
Madame	Nc	MADAME
la	Pp	IL
Marquise	Vvc	Marquise
de	S	DE
la	Da	LE
Bonne-Aventure	Nc	Bonne-Aventure
,	Fw	,
la	Da	LE
rue	Nc	RUE
des	S+Da	DE+LE|DE+LES
Bourdonnais	Nc	Bourdonnais
ne	Rp	NE
fournit	Vvc	FOURNIR
point	Rg	POINT
d'	S	DE
étoffes	Nc	ÉTOFFE
assez	Rg	ASSEZ
riches	Ag	RICHE
pour	S	POUR
elle	Pp	IL
.	Fs	.
Elle	Pp	IL
dispose	Vvc	DISPOSER
des	Dn	UN
emplois	Nc	EMPLOI
;	Fw	;
et	Cc	ET
tandis	Nc	tandis
que	Cs	QUE
le	Da	LE
chien	Nc	CHIEN
au	S+Da	À+LE
grand	Ag	GRAND
collier	Nc	COLLIER
est	Vuc	ÊTRE
de	S	DE
garde	Nc	GARDE
chez	S	CHEZ
elle	Pp	IL
,	Fw	,
elle	Pp	IL
ne	Rp	NE
laisse	Vvc	LAISSER
pas	Rg	PAS
d'	S	DE
écouter	Vvn	ÉCOUTER
les	Da	LE
petits	Nc	PETIT
aboyants	Ga	ABOYER
buralistes	Ag	BURALISTE
et	Cc	ET
de	S	DE
les	Pp	ILS
employer	Vvn	EMPLOYER
par	S	PAR
commissions	Nc	COMMISSION
.	Fs	.
Mais	Cc	MAIS
Monsieur	Ag	Monsieur
...	Fs	...
Que	Vvc	Que
dirons-nous	Vvc	dirons-nous
de	S	DE
ce	Dd	CE
rare	Ag	RARE
génie	Nc	GÉNIE
,	Fw	,
qui	Pr	QUI
en	Pp	EN
moins	Rg	MOINS
de	S	DE
huit	Nc	HUIT
ans	Nc	AN
a	Vuc	AVOIR
appris	Ge	APPRENDRE
l'	Da	LE
orthographe	Nc	ORTHOGRAPHE
,	Fw	,
et	Cc	ET
à	S	À
écrire	Vvn	ÉCRIRE
la	Da	LE
lettre	Nc	LETTRE|LETTRÉ
bâtarde	Ag	BÂTARD
.	Fs	.
Tandis	Vvc	Tandis
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
appelait	Vvc	APPELER
Champagne	Nc	CHAMPAGNE
,	Fw	,
il	Pp	IL
se	Pp	IL
contentait	Vvc	CONTENTER
d'	S	DE
un	Dn	UN
écu	Nc	ÉCU
,	Fw	,
pour	S	POUR
écrire	Vvn	ÉCRIRE
cent	Nc	CENT
rôles	Nc	RÔLE
de	S	DE
grosse	Ag	GROS
dans	S	DANS
une	Dn	UN
antichambre	Nc	ANTICHAMBRE
;	Fw	;
à	S	À
présent	Nc	PRÉSENT
qu'	Pr	QUE
on	Pp	ON
l'	Pp	IL
appelle	Vvc	APPELER
Monsieur	Nc	MONSIEUR
de	S	DE
la	Da	LE
Folle-enchère	Nc	Folle-enchère
,	Fw	,
on	Pp	ON
lui	Pp	IL
donne	Vvc	DONNER
cent	Nc	CENT
mille	Nc	MILLE
écus	Nc	ÉCU|ÉCUS
seulement	Rg	SEULEMENT
pour	S	POUR
signer	Vvn	SIGNER
son	Ds	SON
nom	Nc	NOM
;	Fw	;
encore	Rg	ENCORE
dit-il	Ag	dit-il
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
perd	Vvc	PERDRE
,	Fw	,
encore	Rg	ENCORE
dit-il	Ag	dit-il
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
perd	Vvc	PERDRE
.	Fs	.
À	Vvc	À
l'	Da	LE
application	Nc	APPLICATION
.	Fs	.
Pendant	S	PENDANT
que	Cs	QUE
je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
appelé	Ge	APPELER
Pasquin	Nc	PASQUIN
,	Fw	,
mes	Ds	MON
Pasquinades	Nc	Pasquinades
m'	Pp	JE
ont	Vuc	AVOIR
attiré	Ge	ATTIRER
force	Di	FORCE
coups	Nc	COUP
et	Cc	ET
peu	Rg	PEU
d'	S	DE
argent	Nc	ARGENT
;	Fw	;
à	S	À
présent	Nc	PRÉSENT
que	Pr	QUE
je	Pp	JE
me	Pp	JE
fais	Vvc	FAIRE
appeler	Vvn	APPELER
le	Da	LE
Médecin	Nc	Médecin
des	S+Da	DE+LE|DE+LES
Moeurs	Nc	MURS
,	Fw	,
je	Pp	JE
m'	Pp	JE
assure	Vvc	ASSURER
que	Cs	QUE
toute	Di	TOUT
la	Da	LE
France	Nc	France
malade	Ag	MALADE
va	Vvc	ALLER
fondre	Vvn	FONDRE
chez	S	CHEZ
moi	Pp	JE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
acheté	Ge	ACHETER
pour	S	POUR
cet	Dd	CE
effet	Nc	EFFET
cinquante	Nc	CINQUANTE
pièces	Nc	PIÈCE
de	S	DE
vin	Nc	VIN
de	S	DE
mante	Nc	MANTE
,	Fw	,
dans	S	DANS
lequel	Pr	LEQUEL
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
accroire	Vvn	ACCROIRE
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
une	Dn	UN
vertu	Nc	VERTU
qui	Pr	QUI
guérit	Vvc	GUÉRIR
la	Da	LE
folie	Nc	FOLIE
.	Fs	.
La	Da	LE
nouveauté	Nc	NOUVEAUTÉ
de	S	DE
ce	Dd	CE
remède	Nc	REMÈDE
m'	Pp	JE
attirera	Vvc	ATTIRER
tous	Di	TOUT
les	Da	LE
fous	Nc	FOU
du	S+Da	DE+LE
Royaume	Nc	ROYAUME
,	Fw	,
et	Cc	ET
si	Cs	SI
je	Pp	JE
suis	Vuc	ÊTRE
obligé	Ge	OBLIGER
d'	S	DE
en	Pp	EN
distribuer	Vvn	DISTRIBUER
un	Dn	UN
demi-setier	Nc	demi-setier
à	S	À
chacun	Pi	CHACUN
,	Fw	,
mes	Ds	MON
cinquante	Nc	CINQUANTE
pièces	Nc	PIÈCE
n'	Rp	NE
iront	Vvc	ALLER
pas	Rg	PAS
loin	Rg	LOIN
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
croyez	Vvc	CROIRE
-vous	Ag	-vous
pouvoir	Nc	POUVOIR
vous	Pp	VOUS
établir	Vvn	ÉTABLIR
en	S	EN
si	Rg	SI
peu	Rg	PEU
de	S	DE
temps	Nc	TEMPS
?	Fs	?
Bon	Ag	BON
,	Fw	,
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
des	Dn	UN
Médecins	Nc	Médecins
comme	S	COMME
des	Dn	UN
Almanachs	Nc	ALMANACH
,	Fw	,
plus	Rg	PLUS
ils	Pp	ILS
sont	Vuc	ÊTRE
nouveaux	Ag	NOUVEAU
,	Fw	,
plus	Rg	PLUS
ils	Pp	ILS
sont	Vuc	ÊTRE
consultés	Ge	CONSULTER
.	Fs	.
La	Da	LE
nouveauté	Nc	NOUVEAUTÉ
fait	Vvc	FAIRE
la	Da	LE
folie	Nc	FOLIE
des	S+Da	DE+LE|DE+LES
Français	Vvc	Français
.	Fs	.
Ils	Pp	ILS
préfèrent	Vvc	PRÉFÉRER
les	Da	LE
pois	Nc	POIS
verts	Ag	VERT
aux	S+Da	À+LES
pois	Nc	POIS
secs	Ag	SEC
,	Fw	,
la	Da	LE
Gazette	Nc	GAZETTE
nouvelle	Ag	NOUVEAU
à	S	À
la	Da	LE
vieille	Nc	VIEILLE|VIEUX
,	Fw	,
et	Cc	ET
les	Da	LE
filles	Nc	FILLE
de	S	DE
quinze	Nc	QUINZE
ans	Nc	AN
aux	S+Da	À+LES
mères	Nc	MÈRE
les	Da	LE
plus	Rg	PLUS
expérimentées	Ge	EXPÉRIMENTER
.	Fs	.
De	S	DE
Médecin	Nc	Médecin
des	S+Da	DE+LE|DE+LES
Moeurs	Nc	MURS
,	Fw	,
je	Pp	JE
prends	Vvc	PRENDRE
aujourd'hui	Rg	AUJOURD'HUI
le	Da	LE
caractère	Nc	CARACTÈRE
.	Fs	.
Monsieur	Nc	MONSIEUR
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
vouliez	Vvc	VOULOIR
commencer	Vvn	COMMENCER
par	S	PAR
guérir	Vvn	GUÉRIR
une	Dn	UN
nièce	Nc	NIÈCE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
qui	Pr	QUI
est	Vuc	ÊTRE
folle	Ag	FOU
.	Fs	.
La	Da	LE
voilà	S	VOILÀ
qui	Pr	QUI
vient	Vvc	VENIR
.	Fs	.
Quo	Nc	Quo
fugiam	Ag	fugiam
?	Fs	?
Medicus	Vvc	Medicus
sum	Nc	sum
,	Fw	,
non	Rg	NON
foemina	Vvc	foemina
.	Fs	.
Monsieur	Nc	MONSIEUR
,	Fw	,
voilà	S	VOILÀ
le	Da	LE
rondeau	Nc	RONDEAU
,	Fw	,
guérissez	Vvc	GUÉRIR
-la	Vvc	-la
.	Fs	.
Le	Da	LE
Docteur	Nc	DOCTEUR
et	Cc	ET
Pierrot	Nc	PIERROT
s'	Pp	SE
en	Pp	EN
vont	Vvc	ALLER
.	Fs	.
Quo	Nc	Quo
fugiam	Ag	fugiam
?	Fs	?
Où	Vvc	Où
fuirai	Vvc	FUIR
-je	Nc	-je
?	Fs	?
Pasquin	Nc	PASQUIN
et	Cc	ET
Marforio	Nc	Marforio
ont	Vuc	AVOIR
affiché	Ge	AFFICHER
mes	Ds	MON
fredaines	Nc	FREDAINE
.	Fs	.
Où	Vvc	Où
fuir	Vvn	FUIR
pour	S	POUR
les	Pp	ILS
éviter	Vvn	ÉVITER
?	Fs	?
Tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
caquette	Vvc	CAQUETER
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
celui	Pd	CELUI
-ci	Vvc	-ci
,	Fw	,
je	Pp	JE
vois	Vvc	ALLER|VOIR
celui	Pd	CELUI
-là	Vvc	-là
;	Fw	;
elle	Pp	IL
fait	Vvc	FAIRE
par-ci	Rg	PAR-CI
,	Fw	,
elle	Pp	IL
fait	Vvc	FAIRE
par-là	Rg	PAR-LÀ
?	Fs	?
Quo	Nc	Quo
fugiam	Ag	fugiam
?	Fs	?
Fuge	Vvc	Fuge
dans	S	DANS
ma	Ds	MON
chambre	Nc	CHAMBRE
.	Fs	.
Où	Vvc	Où
sont	Vuc	ÊTRE
-ils	Ge	-ils
ces	Dd	CE
calomniateurs	Nc	CALOMNIATEUR
,	Fw	,
qui	Pr	QUI
m'	Pp	JE
ont	Vuc	AVOIR
mis	Ge	METTRE
en	S	EN
mauvaise	Ag	MAUVAIS
odeur	Nc	ODEUR
dans	S	DANS
mon	Ds	MON
quartier	Nc	QUARTIER
,	Fw	,
dont	Pr	DONT
ma	Ds	MON
vertu	Nc	VERTU
était	Vuc	ÊTRE
la	Da	LE
cassolette	Nc	CASSOLETTE
?	Fs	?
Que	Cs	QUE
de	S	DE
Vaudevilles	Nc	VAUDEVILLE
,	Fw	,
que	Cs	QUE
de	Dn	UN
Robins	Ag	Robins
turelure	Nc	turelure
sur	S	SUR
moi	Pp	JE
!	Fs	!
Que	Cs	QUE
de	S	DE
""""	Fw	""""
Vous	Nc	Vous
m'	Pp	JE
entendez	Vvc	ENTENDRE
bien	Rg	BIEN
!	Fs	!
""""	Fw	""""
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
me	Pp	JE
venge	Vvc	VENGER
de	S	DE
tous	Di	TOUT
ces	Dd	CE
Chansonniers	Nc	CHANSONNIER
.	Fs	.
Ils	Pp	ILS
ne	Rp	NE
mourront	Vvc	MOURIR
jamais	Rg	JAMAIS
que	Cs	QUE
de	S	DE
ma	Ds	MON
main	Nc	MAIN
;	Fw	;
car	Cc	CAR
Médicus	Vvc	Médicus
sum	Nc	sum
.	Fs	.
La	Da	LE
conséquence	Nc	CONSÉQUENCE
est	Vuc	ÊTRE
juste	Ag	JUSTE
.	Fs	.
Mais	Cc	MAIS
non	Rg	NON
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
me	Pp	JE
venger	Vvn	VENGER
.	Fs	.
Non	Rg	NON
foemina	Vvc	foemina
.	Fs	.
Dans	S	DANS
le	Da	LE
fonds	Nc	FOND|FONDS
,	Fw	,
quel	Dt	QUEL
mal	Nc	MAL
m'	Pp	JE
ont	Vuc	AVOIR
-ils	Ge	-ils
fait	Ge	FAIRE
?	Fs	?
Bon	Ag	BON
!	Fs	!
Ils	Pp	ILS
vous	Pp	VOUS
ont	Vuc	AVOIR
mise	Ge	METTRE|MISER
en	S	EN
réputation	Nc	RÉPUTATION
.	Fs	.
Ils	Pp	ILS
disent	Vvc	DIRE
que	Cs	QUE
je	Pp	JE
mets	Vvc	METTRE
ma	Ds	MON
beauté	Nc	BEAUTÉ
à	S	À
profit	Nc	PROFIT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
être	Vun	ÊTRE
ménagère	Ag	MÉNAGER
.	Fs	.
Que	Cs	QUE
je	Pp	JE
répands	Vvc	RÉPANDRE
mes	Ds	MON
grâces	Nc	GRÂCE
avec	S	AVEC
profusion	Nc	PROFUSION
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
être	Vun	ÊTRE
libérale	Ag	LIBÉRAL
.	Fs	.
Que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
nombre	Nc	NOMBRE
d'	S	DE
amants	Nc	AMANT
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
votre	Ds	VOTRE
faute	Nc	FAUTE
?	Fs	?
Les	Da	LE
hommes	Nc	HOMME
sont	Vuc	ÊTRE
si	Rg	SI
changeants	Ag	CHANGEANT
,	Fw	,
que	Cs	QUE
pour	S	POUR
en	Pp	EN
avoir	Vun	AVOIR
toujours	Rg	TOUJOURS
un	Dn	UN
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
toujours	Rg	TOUJOURS
en	S	EN
avoir	Vun	AVOIR
douze	Nc	DOUZE
.	Fs	.
Mais	Cc	MAIS
mettez	Vvc	METTRE
-vous	Nc	-vous
à	S	À
ma	Ds	MON
place	Nc	PLACE|PLACÉ
,	Fw	,
Mesdames	Vvc	Mesdames
les	Da	LE
épilogueuses	Nc	épilogueuses
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
vous	Pp	VOUS
trouviez	Vvc	TROUVER
assiégées	Ge	ASSIÉGER
d'	S	DE
un	Dn	UN
Régiment	Nc	Régiment
de	S	DE
jolis	Ag	JOLI
hommes	Nc	HOMME
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Les	Da	LE
voici	S	VOICI
qui	Pr	QUI
m'	Pp	JE
environnent	Vvc	ENVIRONNER
?	Fs	?
Quo	Nc	Quo
fugiam	Ag	fugiam
?	Fs	?
Où	Vvc	Où
fuirai	Vvc	FUIR
-je	Nc	-je
?	Fs	?
Celui	Pd	CELUI
-ci	Vvc	-ci
s'	Pp	SE
évanouit	Vvc	ÉVANOUIR
à	S	À
mes	Ds	MON
pieds	Nc	PIED
,	Fw	,
Medicus	Vvc	Medicus
sum	Nc	sum
.	Fs	.
Je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
de	S	DE
marbre	Nc	MARBRE|MARBRÉ
,	Fw	,
sum	Nc	sum
foemina	Vvc	foemina
.	Fs	.
Ah	I	AH
vous	Pp	VOUS
êtes	Vuc	ÊTRE
femme	Nc	FEMME
.	Fs	.
Non	Rg	NON
foemina	Vvc	foemina
,	Fw	,
non	Rg	NON
foemina	Vvc	foemina
.	Fs	.
Non	Rg	NON
,	Fw	,
Monsieur	Ag	Monsieur
Pasquin	Nc	PASQUIN
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
moi	Pp	JE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
ma	Ds	MON
voisine	Nc	VOISIN
,	Fw	,
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
traitable	Ag	TRAITABLE
,	Fw	,
Medicus	Vvc	Medicus
sum	Nc	sum
.	Fs	.
Et	Cc	ET
une	Dn	UN
marque	Nc	MARQUE
de	S	DE
mon	Ds	MON
habileté	Nc	HABILETÉ
en	S	EN
Médecine	Nc	Médecine
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
je	Pp	JE
guéris	Vvc	GUÉRIR
de	S	DE
la	Da	LE
folie	Nc	FOLIE
.	Fs	.
Guérissez	Nc	Guérissez
-vous	Vvc	-vous
donc	Rg	DONC
.	Fs	.
Mais	Cc	MAIS
vous	Pp	VOUS
qui	Pr	QUI
parlez	Vvc	PARLER
,	Fw	,
répondez	Vvc	RÉPONDRE
-moi	Vvc	-moi
.	Fs	.
Qu'	Pt	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
la	Da	LE
folie	Nc	FOLIE
?	Fs	?
De	S	DE
quelle	Dt	QUEL
couleur	Nc	COULEUR
est	Vuc	ÊTRE
la	Da	LE
folie	Nc	FOLIE
?	Fs	?
La	Da	LE
folie	Nc	FOLIE
?	Fs	?
La	Da	LE
folie	Nc	FOLIE
est	Vuc	ÊTRE
habillée	Ge	HABILLER
de	S	DE
rouge	Ag	ROUGE
.	Fs	.
Écoutez	Vvc	Écoutez
ce	Pd	CE
qu'	Pr	QUE
en	Pp	EN
disent	Vvc	DIRE
Hippocrate	Ag	Hippocrate
et	Cc	ET
Galien	Ag	Galien
.	Fs	.
Premièrement	Nc	Premièrement
,	Fw	,
Hippocrate	Nc	Hippocrate
dans	S	DANS
son	Ds	SON
Traité	Nc	Traité
de	S	DE
la	Da	LE
folie	Nc	FOLIE
,	Fw	,
n'	Rp	NE
en	Pp	EN
parle	Vvc	PARLER
point	Rg	POINT
du	S+Da	DE+LE
tout	Pi	TOUT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
traité	Nc	TRAITÉ
en	S	EN
papier	Nc	PAPIER
blanc	Ag	BLANC
.	Fs	.
Pour	S	POUR
Galien	Nc	Galien
,	Fw	,
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
ai	Vuc	AVOIR
jamais	Rg	JAMAIS
lu	Ge	LIRE
;	Fw	;
mais	Cc	MAIS
je	Pp	JE
soutiens	Vvc	SOUTENIR
moi	Pp	JE
,	Fw	,
que	Cs	QUE
la	Da	LE
folie	Nc	FOLIE
peut	Vvc	POUVOIR
procéder	Vvn	PROCÉDER
de	S	DE
deux	Nc	DEUX
causes	Nc	CAUSE
opposées	Ge	OPPOSER
.	Fs	.
Évaporation	Nc	Évaporation
et	Cc	ET
obstruction	Nc	OBSTRUCTION
.	Fs	.
Évaporation	Nc	Évaporation
,	Fw	,
lorsque	Cs	LORSQUE
la	Da	LE
bouteille	Nc	BOUTEILLE
est	Vuc	ÊTRE
débouchée	Ge	DÉBOUCHER
,	Fw	,
le	Da	LE
vin	Nc	VIN
s'	Pp	SE
évente	Vvc	ÉVENTER
.	Fs	.
Obstruction	Nc	OBSTRUCTION
,	Fw	,
lorsque	Cs	LORSQUE
le	Da	LE
tuyau	Nc	TUYAU
de	S	DE
la	Da	LE
cheminée	Nc	CHEMINÉE
est	Vuc	ÊTRE
bouché	Ge	BOUCHER
.	Fs	.
Folie	Nc	FOLIE
blanche	Ag	BLANC
,	Fw	,
folie	Nc	FOLIE
noire	Ag	NOIR
,	Fw	,
folie	Nc	FOLIE
haute	Ag	HAUT
,	Fw	,
folie	Nc	FOLIE
basse	Ag	BAS
,	Fw	,
folie	Nc	FOLIE
gaie	Ag	GAI
,	Fw	,
folie	Nc	FOLIE
mélancolique	Ag	MÉLANCOLIQUE
,	Fw	,
folie	Nc	FOLIE
du	S+Da	DE+LE
cerveau	Nc	CERVEAU
,	Fw	,
folie	Nc	FOLIE
de	S	DE
la	Da	LE
rate	Nc	RATE|RATÉ
.	Fs	.
Distinguons	Vvc	DISTINGUER
la	Da	LE
folie	Nc	FOLIE
en	S	EN
deux	Nc	DEUX
tomes	Vvc	TOMER
.	Fs	.
Évaporation	Nc	Évaporation
,	Fw	,
dans	S	DANS
nos	Ds	NOTRE
jeunes	Ag	JEUNE
éventés	Nc	ÉVENTÉ
,	Fw	,
leur	Ds	LEUR
cervelle	Nc	CERVELLE
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
en	S	EN
l'	Da	LE
air	Nc	AIR
,	Fw	,
et	Cc	ET
leur	Ds	LEUR
raison	Nc	RAISON
au	S+Da	À+LE
vent	Nc	VENT
.	Fs	.
Obstruction	Nc	OBSTRUCTION
,	Fw	,
mère	Nc	MÈRE
nourrice	Nc	NOURRICE
des	S+Da	DE+LE|DE+LES
vapeurs	Nc	VAPEUR
,	Fw	,
étrange	Ag	ÉTRANGE
folie	Nc	FOLIE
qu'	Pr	QUE
on	Pp	ON
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
guérir	Vvn	GUÉRIR
que	Cs	QUE
par	S	PAR
d'	Dn	UN
autres	Ag	AUTRE
folies	Nc	FOLIE
!	Fs	!
Parlez	Nc	PARLÉ
aux	S+Da	À+LES
femmes	Nc	FEMME
de	S	DE
sagesse	Nc	SAGESSE
et	Cc	ET
de	S	DE
morale	Nc	MORALE
,	Fw	,
du	S+Da	DE+LE
soin	Nc	SOIN
de	S	DE
leur	Ds	LEUR
ménage	Nc	MÉNAGE
et	Cc	ET
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
conjugal	Ag	CONJUGAL
,	Fw	,
la	Da	LE
vapeur	Nc	VAPEUR
s'	Pp	SE
élève	Vvc	ÉLEVER
,	Fw	,
l'	Da	LE
humeur	Nc	HUMEUR
s'	Pp	SE
obscurcit	Vvc	OBSCURCIR
,	Fw	,
le	Da	LE
caprice	Nc	CAPRICE
les	Pp	ILS
surmonte	Vvc	SURMONTER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
ne	Rp	NE
tirez	Vvc	TIRER
d'	S	DE
elles	Pp	ILS
que	Cs	QUE
des	Dn	UN
bâillements	Nc	BÂILLEMENT
et	Cc	ET
des	S+Da	DE+LE|DE+LES
égratignures	Nc	ÉGRATIGNURE
.	Fs	.
Parlez	Vvc	PARLER
-leur	Ag	-leur
colifichets	Nc	COLIFICHET
,	Fw	,
chansonnettes	Nc	CHANSONNETTE
équivoques	Ag	ÉQUIVOQUE
,	Fw	,
aventures	Nc	AVENTURE
galantes	Ag	GALANT
,	Fw	,
caquets	Nc	CAQUET
du	S+Da	DE+LE
quartier	Nc	QUARTIER
,	Fw	,
modes	Nc	MODE
nouvelles	Ag	NOUVEAU
,	Fw	,
noces	Nc	NOCE
prématurées	Ag	PRÉMATURÉ
,	Fw	,
mariage	Nc	MARIAGE
suranné	Ag	SURANNÉ
,	Fw	,
l'	Da	LE
enjouement	Nc	ENJOUEMENT
succède	Vvc	SUCCÉDER
,	Fw	,
la	Da	LE
vapeur	Nc	VAPEUR
se	Pp	IL
dissipe	Vvc	DISSIPER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
faites	Vvc	FAIRE
d'	S	DE
elles	Pp	ILS
tout	Di	TOUT
ce	Pd	CE
que	Pr	QUE
vous	Pp	VOUS
voulez	Vvc	VOULOIR
.	Fs	.
Et	Cc	ET
voilà	S	VOILÀ
comme	Cs	COMME
je	Pp	JE
les	Pp	ILS
veux	Vvc	VOULOIR
.	Fs	.
Mais	Cc	MAIS
plus	Rg	PLUS
je	Pp	JE
parle	Vvc	PARLER
et	Cc	ET
plus	Rg	PLUS
