Illustres	Ag	ILLUSTRE
sarrasins	Nc	SARRASIN
,	Fw	,
Nous	Vvc	Nous
menacent	Vvc	MENACER
encor	Nc	encor
de	S	DE
leur	Ds	LEUR
joug	Nc	JOUG
tyrannique	Ag	TYRANNIQUE
.	Fs	.
Ces	Dd	CE
despotes	Nc	DESPOTE
altiers	Ag	ALTIER
,	Fw	,
partageant	Ga	PARTAGER
l'	Da	LE
univers	Nc	UNIVERS
,	Fw	,
Se	Vvc	Se
disputent	Vvc	DISPUTER
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
nous	Pp	NOUS
donner	Vvn	DONNER
des	Dn	UN
fers	Nc	FER|FERS
.	Fs	.
Le	Da	LE
grec	Nc	GREC
a	Vuc	AVOIR
sous	S	SOUS
ses	Ds	SON
lois	Nc	LOI
les	Da	LE
peuples	Nc	PEUPLE
de	S	DE
Messine	Nc	MESSIN
;	Fw	;
Le	Vvc	Le
hardi	Ag	HARDI
Solamir	Nc	Solamir
insolemment	Rg	INSOLEMMENT
domine	Vvc	DOMINER
Sur	Nc	Sur
les	Da	LE
fertiles	Ag	FERTILE
champs	Nc	CHAMP|CHAMPS
couronnés	Ge	COURONNER
par	S	PAR
l'	Da	LE
Etna	Nc	Etna
,	Fw	,
Dans	Vvc	Dans
les	Da	LE
murs	Nc	MUR|MURS
d'	S	DE
Agrigente	Nc	Agrigente
,	Fw	,
aux	S+Da	À+LES
campagnes	Nc	CAMPAGNE
d'	S	DE
Enna	Vvc	Enna
;	Fw	;
Et	Vvc	Et
tout	Rg	TOUT
de	S	DE
Syracuse	Nc	Syracuse
annonçait	Vvc	ANNONCER
la	Da	LE
ruine	Nc	RUINE
.	Fs	.
Mais	Cc	MAIS
nos	Ds	NOTRE
communs	Ag	COMMUN
tyrans	Nc	TYRAN
,	Fw	,
l'	Da	LE
un	Pi	UN
de	S	DE
l'	Da	LE
autre	Ag	AUTRE
jaloux	Nc	JALOUX
,	Fw	,
Armés	Vvc	Armés
pour	S	POUR
nous	Pp	NOUS
détruire	Vvn	DÉTRUIRE
,	Fw	,
ont	Vuc	AVOIR
combattu	Ge	COMBATTRE
pour	S	POUR
nous	Pp	NOUS
;	Fw	;
Ils	Vvc	Ils
ont	Vuc	AVOIR
perdu	Ge	PERDRE
leur	Ds	LEUR
force	Nc	FORCE|FORCÉ
en	S	EN
disputant	Ga	DISPUTER
leur	Ds	LEUR
proie	Nc	PROIE
.	Fs	.
À	Vvc	À
notre	Ds	NOTRE
liberté	Nc	LIBERTÉ
le	Da	LE
ciel	Nc	CIEL
ouvre	Vvc	OUVRER|OUVRIR
une	Dn	UN
voie	Nc	VOIE
;	Fw	;
Le	Vvc	Le
moment	Nc	MOMENT
est	Vuc	ÊTRE
propice	Ag	PROPICE
,	Fw	,
il	Pp	IL
en	Pp	EN
faut	Vvc	FAILLIR|FALLOIR
profiter	Vvn	PROFITER
.	Fs	.
La	Da	LE
grandeur	Nc	GRANDEUR
musulmane	Ag	MUSULMAN
est	Vuc	ÊTRE
à	S	À
son	Ds	SON
dernier	Ag	DERNIER
âge	Nc	ÂGE
;	Fw	;
On	Vvc	On
commence	Vvc	COMMENCER
en	Pp	EN
Europe	Vvc	Europe
à	S	À
la	Da	LE
moins	Rg	MOINS
redouter	Vvn	REDOUTER
.	Fs	.
Dans	S	DANS
la	Da	LE
France	Nc	France
un	Dn	UN
Martel	Nc	MARTEL
,	Fw	,
en	Pp	EN
Espagne	Vvc	Espagne
un	Dn	UN
Pélage	Nc	Pélage
,	Fw	,
Le	Vvc	Le
grand	Ag	GRAND
Léon	Nc	Léon
dans	S	DANS
Rome	Nc	Rome
armé	Ge	ARMER
d'	S	DE
un	Dn	UN
saint	Ag	SAINT
courage	Nc	COURAGE
,	Fw	,
Nous	Vvc	Nous
ont	Vuc	AVOIR
assez	Rg	ASSEZ
appris	Ge	APPRENDRE
comme	Cs	COMME
on	Pp	ON
peut	Vvc	POUVOIR
la	Pp	IL
dompter	Vvn	DOMPTER
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
qu'	Cs	QUE
aux	S+Da	À+LES
factions	Nc	FACTION
Syracuse	Vvc	Syracuse
livrée	Ge	LIVRER
N'	Vvc	N'
a	S	À
qu'	Cs	QUE
une	Dn	UN
liberté	Nc	LIBERTÉ
faible	Ag	FAIBLE
et	Cc	ET
mal	Rg	MAL
assurée	Ge	ASSURER
.	Fs	.
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
ici	Rg	ICI
vous	Pp	VOUS
rappeler	Vvn	RAPPELER
ces	Dd	CE
temps	Nc	TEMPS
Où	Vvc	Où
nous	Pp	NOUS
tournions	Vvc	TOURNER
sur	S	SUR
nous	Pp	NOUS
nos	Ds	NOTRE
armes	Nc	ARME|ARMÉ
criminelles	Ag	CRIMINEL
,	Fw	,
Où	Vvc	Où
l'	Da	LE
état	Nc	ÉTAT
répandait	Vvc	RÉPANDRE
le	Da	LE
sang	Nc	SANG
de	S	DE
ses	Ds	SON
enfants	Nc	ENFANT
.	Fs	.
Étouffons	Vvc	Étouffons
dans	S	DANS
l'	Da	LE
oubli	Nc	OUBLI
nos	Ds	NOTRE
indignes	Ag	INDIGNE
querelles	Nc	QUERELLE
.	Fs	.
Orbassan	Nc	Orbassan
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
soit	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
parti	Nc	PARTI
parmi	S	PARMI
nous	Pp	NOUS
,	Fw	,
Celui	Nc	Celui
du	S+Da	DE+LE
bien	Nc	BIEN
public	Ag	PUBLIC
,	Fw	,
et	Cc	ET
du	S+Da	DE+LE
salut	Nc	SALUT
de	S	DE
tous	Pi	TOUT
.	Fs	.
Que	Cs	QUE
de	S	DE
notre	Ds	NOTRE
union	Nc	UNION
l'	Da	LE
état	Nc	ÉTAT
puisse	Vvc	POUVOIR
renaître	Vvn	RENAÎTRE
;	Fw	;
Et	Vvc	Et
,	Fw	,
si	Cs	SI
de	S	DE
nos	Ds	NOTRE
égaux	Nc	ÉGAL
nous	Pp	NOUS
fûmes	Vuc	ÊTRE
trop	Rg	TROP
jaloux	Ag	JALOUX
,	Fw	,
Vivons	Vvc	VIVRE
et	Cc	ET
périssons	Vvc	PÉRIR
sans	S	SANS
avoir	Vun	AVOIR
eu	Ge	AVOIR
de	S	DE
maître	Nc	MAÎTRE
.	Fs	.
Argire	Nc	Argire
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
trop	Rg	TROP
vrai	Ag	VRAI
que	Cs	QUE
les	Da	LE
divisions	Nc	DIVISION
Ont	Vvc	Ont
régné	Ge	RÉGNER
trop	Rg	TROP
longtemps	Rg	LONGTEMPS
entre	S	ENTRE
nos	Ds	NOTRE
deux	Nc	DEUX
maisons	Ag	MAISON
:	Fw	:
L'	Da	LE
état	Nc	ÉTAT
en	Pp	EN
fut	Vuc	ÊTRE
troublé	Ge	TROUBLER
;	Fw	;
Syracuse	Vvc	Syracuse
n'	Rp	NE
aspire	Vvc	ASPIRER
Qu'	Nc	Qu'
à	S	À
voir	Vvn	VOIR
les	Da	LE
Orbassans	Ag	Orbassans
unis	Nc	UNI
au	S+Da	À+LE
sang	Nc	SANG
d'	S	DE
Argire	Nc	Argire
.	Fs	.
Aujourd'hui	Rg	AUJOURD'HUI
l'	Da	LE
un	Pi	UN
par	S	PAR
l'	Da	LE
autre	Pi	AUTRE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
nous	Pp	NOUS
protéger	Vvn	PROTÉGER
.	Fs	.
En	S	EN
citoyen	Nc	CITOYEN
zélé	Ag	ZÉLÉ
j'	Pp	JE
accepte	Vvc	ACCEPTER
votre	Ds	VOTRE
fille	Nc	FILLE
;	Fw	;
Je	Vvc	Je
servirai	Vvc	SERVIR
l'	Da	LE
état	Nc	ÉTAT
,	Fw	,
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
votre	Ds	VOTRE
famille	Nc	FAMILLE
;	Fw	;
Et	Vvc	Et
du	S+Da	DE+LE
pied	Nc	PIED
des	S+Da	DE+LE|DE+LES
autels	Nc	AUTEL
,	Fw	,
où	Pr	OÙ
je	Pp	JE
vais	Vvc	ALLER
m'	Pp	JE
engager	Vvn	ENGAGER
,	Fw	,
Je	Vvc	Je
marche	Nc	MARCHE|MARCHÉ
à	S	À
Solamir	Nc	Solamir
,	Fw	,
et	Cc	ET
je	Pp	JE
cours	Vvc	COURIR
vous	Pp	VOUS
venger	Vvn	VENGER
.	Fs	.
Mais	Cc	MAIS
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
assez	Rg	ASSEZ
de	S	DE
combattre	Vvn	COMBATTRE
le	Da	LE
maure	Nc	MAURE
;	Fw	;
Sur	Nc	Sur
d'	S	DE
autres	Ag	AUTRE
ennemis	Nc	ENNEMI
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
jeter	Vvn	JETER
les	Da	LE
yeux	Nc	OEIL|YEUX
:	Fw	:
Il	Pp	IL
fut	Vuc	ÊTRE
d'	Dn	UN
autres	Ag	AUTRE
tyrans	Nc	TYRAN
non	Rg	NON
moins	Rg	MOINS
pernicieux	Ag	PERNICIEUX
,	Fw	,
Que	Vvc	Que
peut-être	Rg	PEUT-ÊTRE
un	Dn	UN
vil	Ag	VIL
peuple	Nc	PEUPLE
ose	Vvc	OSER
chérir	Vvn	CHÉRIR
encore	Rg	ENCORE
.	Fs	.
De	S	DE
quel	Dt	QUEL
droit	Nc	DROIT
les	Da	LE
français	Nc	FRANÇAIS
,	Fw	,
portant	Ga	PORTER
partout	Rg	PARTOUT
leurs	Ds	LEUR
pas	Nc	PAS
,	Fw	,
Se	Vvc	Se
sont	Vuc	ÊTRE
-ils	Ge	-ils
établis	Ge	ÉTABLIR
dans	S	DANS
nos	Ds	NOTRE
riches	Ag	RICHE
climats	Nc	CLIMAT
?	Fs	?
De	S	DE
quel	Dt	QUEL
droit	Nc	DROIT
un	Dn	UN
Coucy	Nc	Coucy
vint-il	Vvc	vint-il
dans	S	DANS
Syracuse	Nc	Syracuse
,	Fw	,
Des	Vvc	Des
rives	Nc	RIVE
de	S	DE
la	Da	LE
Seine	Nc	SEINE
au	S+Da	À+LE
bord	Nc	BORD
de	S	DE
l'	Da	LE
Aréthuse	Nc	Aréthuse
?	Fs	?
D'abord	Nc	D'abord
modeste	Ag	MODESTE
et	Cc	ET
simple	Ag	SIMPLE
,	Fw	,
il	Pp	IL
voulut	Vvc	VOULOIR
nous	Pp	NOUS
servir	Vvn	SERVIR
;	Fw	;
Bientôt	Vvc	Bientôt
fier	Ag	FIER
et	Cc	ET
superbe	Ag	SUPERBE
,	Fw	,
il	Pp	IL
se	Pp	IL
fit	Vvc	FAIRE
obéir	Vvn	OBÉIR
.	Fs	.
Sa	Ds	SON
race	Nc	RACE
,	Fw	,
accumulant	Ga	ACCUMULER
d'	S	DE
immenses	Ag	IMMENSE
héritages	Nc	HÉRITAGE
,	Fw	,
Et	Vvc	Et
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
ébloui	Ge	ÉBLOUIR
maîtrisant	Ga	MAÎTRISER
les	Da	LE
suffrages	Nc	SUFFRAGE
,	Fw	,
Osa	Vvc	OSER
sur	S	SUR
ma	Ds	MON
famille	Nc	FAMILLE
élever	Vvn	ÉLEVER
sa	Ds	SON
grandeur	Nc	GRANDEUR
.	Fs	.
Nous	Pp	NOUS
l'	Pp	IL
en	Pp	EN
avons	Vuc	AVOIR
punie	Ge	PUNIR
,	Fw	,
et	Cc	ET
,	Fw	,
malgré	S	MALGRÉ
sa	Ds	SON
faveur	Nc	FAVEUR
,	Fw	,
Nous	Vvc	Nous
voyons	Vvc	VOIR
ses	Ds	SON
enfants	Nc	ENFANT
bannis	Vvc	BANNIR
de	S	DE
nos	Ds	NOTRE
rivages	Nc	RIVAGE
.	Fs	.
Tancrède	Vvc	Tancrède
,	Fw	,
un	Dn	UN
rejeton	Nc	REJETON
de	S	DE
ce	Dd	CE
sang	Nc	SANG
dangereux	Ag	DANGEREUX
,	Fw	,
Des	Vvc	Des
murs	Ag	MÛR
de	S	DE
Syracuse	Nc	Syracuse
éloigné	Ge	ÉLOIGNER
dès	S	DÈS
l'	Da	LE
enfance	Nc	ENFANCE
,	Fw	,
A	Vvc	A
servi	Ge	SERVIR
,	Fw	,
nous	Pp	NOUS
dit	Vvc	DIRE
-on	Nc	-on
,	Fw	,
les	Da	LE
césars	Nc	CÉSAR
de	S	DE
Byzance	Nc	Byzance
:	Fw	:
Il	Pp	IL
est	Vuc	ÊTRE
fier	Ag	FIER
,	Fw	,
outragé	Ge	OUTRAGER
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
valeureux	Ag	VALEUREUX
;	Fw	;
Il	Vvc	Il
doit	Vvc	DEVOIR
haïr	Vvn	HAÏR
nos	Ds	NOTRE
lois	Nc	LOI
,	Fw	,
il	Pp	IL
cherche	Vvc	CHERCHER
la	Da	LE
vengeance	Nc	VENGEANCE
.	Fs	.
Tout	Di	TOUT
français	Nc	FRANÇAIS
est	Vuc	ÊTRE
à	S	À
craindre	Vvn	CRAINDRE
:	Fw	:
on	Pp	ON
voit	Vvc	VOIR
même	Rg	MÊME
en	S	EN
nos	Ds	NOTRE
jours	Nc	JOUR|JOURS
Trois	Vvc	TRAIRE
simples	Ag	SIMPLE
écuyers	Nc	ÉCUYER
,	Fw	,
sans	S	SANS
bien	Nc	BIEN
et	Cc	ET
sans	S	SANS
secours	Nc	SECOURS
,	Fw	,
Sortis	Vvc	SORTIR
des	Dn	UN
flancs	Nc	FLANC
glacés	Ge	GLACER
de	S	DE
l'	Da	LE
humide	Ag	HUMIDE
Neustrie	Nc	Neustrie
,	Fw	,
Aux	Vvc	Aux
champs	Nc	CHAMP|CHAMPS
apuliens	Ag	apuliens
se	Pp	IL
faire	Vvn	FAIRE
une	Dn	UN
patrie	Nc	PATRIE
;	Fw	;
Et	Vvc	Et
,	Fw	,
n'	Rp	NE
ayant	Ga	AVOIR
pour	S	POUR
tous	Di	TOUT
droits	Nc	DROIT|DROITS
que	Cs	QUE
celui	Pd	CELUI
des	S+Da	DE+LE|DE+LES
combats	Nc	COMBAT
,	Fw	,
Chasser	Vvn	CHASSER
les	Da	LE
possesseurs	Nc	POSSESSEUR
,	Fw	,
et	Cc	ET
fonder	Vvn	FONDER
des	Dn	UN
états	Nc	ÉTAT|ÉTATS
.	Fs	.
Grecs	Nc	GREC
,	Fw	,
arabes	Nc	ARABE
,	Fw	,
français	Ag	FRANÇAIS
,	Fw	,
germains	Nc	GERMAIN
,	Fw	,
tout	Rg	TOUT
nous	Pp	NOUS
dévore	Vvc	DÉVORER
;	Fw	;
Et	Vvc	Et
nos	Ds	NOTRE
champs	Nc	CHAMP|CHAMPS
,	Fw	,
malheureux	Ag	MALHEUREUX
par	S	PAR
leur	Ds	LEUR
fécondité	Nc	FÉCONDITÉ
,	Fw	,
Appellent	Vvc	APPELER
l'	Da	LE
avarice	Nc	AVARICE
et	Cc	ET
la	Da	LE
rapacité	Nc	RAPACITÉ
Des	Vvc	Des
brigands	Nc	BRIGAND
du	S+Da	DE+LE
midi	Nc	MIDI
,	Fw	,
du	S+Da	DE+LE
nord	Nc	NORD
,	Fw	,
et	Cc	ET
de	S	DE
l'	Da	LE
aurore	Nc	AURORE
.	Fs	.
Nous	Pp	NOUS
devons	Vvc	DEVOIR
nous	Pp	NOUS
défendre	Vvn	DÉFENDRE
ensemble	Rg	ENSEMBLE
et	Cc	ET
nous	Pp	NOUS
venger	Vvn	VENGER
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
vu	Ge	VOIR
plus	Rg	PLUS
d'	S	DE
une	Dn	UN
fois	Nc	FOI|FOIS
Syracuse	Vvc	Syracuse
trahie	Ge	TRAHIR
;	Fw	;
Maintenons	Vvc	MAINTENIR
notre	Ds	NOTRE
loi	Nc	LOI
que	Cs	QUE
rien	Pi	RIEN
ne	Rp	NE
doit	Vvc	DEVOIR
changer	Vvn	CHANGER
;	Fw	;
Elle	Vvc	Elle
condamne	Vvc	CONDAMNER
à	S	À
perdre	Vvn	PERDRE
et	Cc	ET
l'	Da	LE
honneur	Nc	HONNEUR
et	Cc	ET
la	Da	LE
vie	Nc	VIE
Quiconque	Ag	Quiconque
entretiendrait	Vvc	ENTRETENIR
avec	S	AVEC
nos	Ds	NOTRE
ennemis	Nc	ENNEMI
Un	Vvc	Un
commerce	Nc	COMMERCE
secret	Ag	SECRET
,	Fw	,
fatal	Ag	FATAL
à	S	À
son	Ds	SON
pays	Nc	PAYS
.	Fs	.
À	Vvc	À
l'	Da	LE
infidélité	Nc	INFIDÉLITÉ
l'	Da	LE
indulgence	Nc	INDULGENCE
encourage	Vvc	ENCOURAGER
.	Fs	.
On	Pp	ON
ne	Rp	NE
doit	Vvc	DEVOIR
épargner	Vvn	ÉPARGNER
ni	Cc	NI
le	Da	LE
sexe	Nc	SEXE
ni	Cc	NI
l'	Da	LE
âge	Nc	ÂGE
.	Fs	.
Venise	Vvc	Venise
ne	Rp	NE
fonda	Vvc	FONDER
sa	Ds	SON
fière	Ag	FIER
autorité	Nc	AUTORITÉ
Que	Vvc	Que
sur	S	SUR
la	Da	LE
défiance	Nc	DÉFIANCE
et	Cc	ET
la	Da	LE
sévérité	Nc	SÉVÉRITÉ
:	Fw	:
Imitons	Vvc	IMITER
sa	Ds	SON
sagesse	Nc	SAGESSE
en	S	EN
perdant	Ga	PERDRE
les	Da	LE
coupables	Nc	COUPABLE
.	Fs	.
Quelle	Dt	QUEL
honte	Nc	HONTE
,	Fw	,
en	S	EN
effet	Nc	EFFET
,	Fw	,
dans	S	DANS
nos	Ds	NOTRE
jours	Nc	JOUR|JOURS
déplorables	Ag	DÉPLORABLE
,	Fw	,
Que	Vvc	Que
Solamir	Vvn	Solamir
,	Fw	,
un	Dn	UN
maure	Nc	MAURE
,	Fw	,
un	Dn	UN
chef	Nc	CHEF
des	S+Da	DE+LE|DE+LES
musulmans	Nc	MUSULMAN
,	Fw	,
Dans	Vvc	Dans
la	Da	LE
Sicile	Nc	Sicile
encore	Rg	ENCORE
ait	Vuc	AVOIR
tant	Rg	TANT
de	S	DE
partisans	Nc	PARTISAN
!	Fs	!
Que	Cs	QUE
partout	Rg	PARTOUT
dans	S	DANS
cette	Dd	CE
île	Nc	ÎLE
et	Cc	ET
guerrière	Ag	GUERRIER
et	Cc	ET
chrétienne	Ag	CHRÉTIEN
,	Fw	,
Que	Vvc	Que
même	Rg	MÊME
parmi	S	PARMI
nous	Pp	NOUS
Solamir	Vvn	Solamir
entretienne	Vvc	ENTRETENIR
Des	Ag	Des
sujets	Nc	SUJET
corrompus	Ge	CORROMPRE
,	Fw	,
vendus	Ge	VENDRE
à	S	À
ses	Ds	SON
bienfaits	Nc	BIENFAIT
!	Fs	!
Tantôt	Vvc	Tantôt
chez	S	CHEZ
les	Da	LE
césars	Nc	CÉSAR
occupé	Ge	OCCUPER
de	S	DE
nous	Pp	NOUS
nuire	Vvn	NUIRE
,	Fw	,
Tantôt	Vvc	Tantôt
dans	S	DANS
Syracuse	Nc	Syracuse
ayant	Ga	AVOIR
su	Ge	SAVOIR
s'	Pp	SE
introduire	Vvn	INTRODUIRE
,	Fw	,
Nous	Vvc	Nous
préparant	Ga	PRÉPARER
la	Da	LE
guerre	Nc	GUERRE
et	Cc	ET
nous	Pp	NOUS
offrant	Ga	OFFRIR
la	Da	LE
paix	Nc	PAIX
,	Fw	,
Et	Vvc	Et
pour	S	POUR
nous	Pp	NOUS
désunir	Vvn	DÉSUNIR
soigneux	Ag	SOIGNEUX
de	S	DE
nous	Pp	NOUS
séduire	Vvn	SÉDUIRE
!	Fs	!
Un	Dn	UN
sexe	Nc	SEXE
dangereux	Ag	DANGEREUX
,	Fw	,
dont	Pr	DONT
les	Da	LE
faibles	Ag	FAIBLE
esprits	Nc	ESPRIT|ESPRITS
D'	Nc	D'
un	Dn	UN
peuple	Nc	PEUPLE
encor	Nc	encor
plus	Rg	PLUS
faible	Ag	FAIBLE
attirent	Vvc	ATTIRER
les	Da	LE
hommages	Nc	HOMMAGE
,	Fw	,
Toujours	Vvc	Toujours
des	Dn	UN
nouveautés	Nc	NOUVEAUTÉ
et	Cc	ET
des	S+Da	DE+LE|DE+LES
héros	Nc	HÉROS
épris	Ge	ÉPRENDRE
,	Fw	,
À	Nc	À
ce	Dd	CE
maure	Nc	MAURE
imposant	Ga	IMPOSER
prodigua	Vvc	PRODIGUER
ses	Ds	SON
suffrages	Nc	SUFFRAGE
.	Fs	.
Combien	Rg	COMBIEN
de	S	DE
citoyens	Nc	CITOYEN
,	Fw	,
aujourd'hui	Rg	AUJOURD'HUI
prévenus	Ge	PRÉVENIR
Pour	Ag	Pour
ces	Dd	CE
arts	Nc	ART
séduisants	Ga	SÉDUIRE
que	Cs	QUE
l'	Da	LE
arabe	Nc	ARABE
cultive	Vvc	CULTIVER
;	Fw	;
Arts	Nc	ART
trop	Rg	TROP
pernicieux	Ag	PERNICIEUX
,	Fw	,
dont	Pr	DONT
l'	Da	LE
éclat	Nc	ÉCLAT
les	Da	LE
captive	Nc	CAPTIF
,	Fw	,
À	Nc	À
nos	Ds	NOTRE
vrais	Ag	VRAI
chevaliers	Nc	CHEVALIER
noblement	Rg	NOBLEMENT
inconnus	Ag	INCONNU
!	Fs	!
Que	Cs	QUE
notre	Ds	NOTRE
art	Nc	ART
soit	Vuc	ÊTRE
de	S	DE
vaincre	Vvn	VAINCRE
,	Fw	,
et	Cc	ET
je	Pp	JE
n'	Rp	NE
en	Pp	EN
veux	Vvc	VOULOIR
point	Rg	POINT
d'	S	DE
autre	Pi	AUTRE
.	Fs	.
J'	Pp	JE
espère	Vvc	ESPÉRER
en	S	EN
ma	Ds	MON
valeur	Nc	VALEUR
,	Fw	,
j'	Pp	JE
attends	Vvc	ATTENDRE
tout	Rg	TOUT
de	S	DE
la	Da	LE
vôtre	As#Ps	VÔTRE
;	Fw	;
Et	Vvc	Et
j'	Pp	JE
approuve	Vvc	APPROUVER
surtout	Rg	SURTOUT
cette	Dd	CE
sévérité	Nc	SÉVÉRITÉ
Vengeresse	Vvc	Vengeresse
des	Dn	UN
lois	Nc	LOI
et	Cc	ET
de	S	DE
la	Da	LE
liberté	Nc	LIBERTÉ
.	Fs	.
Pour	S	POUR
détruire	Vvn	DÉTRUIRE
l'	Da	LE
Espagne	Nc	Espagne
il	Pp	IL
a	Vuc	AVOIR
suffi	Ge	SUFFIRE
d'	S	DE
un	Dn	UN
traître	Nc	TRAÎTRE
:	Fw	:
Il	Pp	IL
en	Pp	EN
fut	Vuc	ÊTRE
parmi	S	PARMI
nous	Pp	NOUS
;	Fw	;
chaque	Di	CHAQUE
jour	Nc	JOUR
en	Pp	EN
voit	Vvc	VOIR
naître	Vvn	NAÎTRE
.	Fs	.
Mettons	Vvc	METTRE
un	Dn	UN
frein	Nc	FREIN
terrible	Ag	TERRIBLE
à	S	À
l'	Da	LE
infidélité	Nc	INFIDÉLITÉ
;	Fw	;
Au	Vvc	Au
salut	Nc	SALUT
de	S	DE
l'	Da	LE
état	Nc	ÉTAT
que	Cs	QUE
toute	Di	TOUT
pitié	Nc	PITIÉ
cède	Vvc	CÉDER
;	Fw	;
Combattons	Vvc	COMBATTRE
Solamir	Vvn	Solamir
,	Fw	,
et	Cc	ET
proscrivons	Vvc	PROSCRIRE
Tancrède	Vvc	Tancrède
.	Fs	.
Tancrède	Vvc	Tancrède
,	Fw	,
né	Ge	NAÎTRE
d'	S	DE
un	Dn	UN
sang	Nc	SANG
parmi	S	PARMI
nous	Pp	NOUS
détesté	Ge	DÉTESTER
,	Fw	,
Est	Vvc	Est
plus	Rg	PLUS
à	S	À
craindre	Vvn	CRAINDRE
encor	Nc	encor
pour	S	POUR
notre	Ds	NOTRE
liberté	Nc	LIBERTÉ
.	Fs	.
Dans	S	DANS
le	Da	LE
dernier	Ag	DERNIER
conseil	Nc	CONSEIL
un	Dn	UN
décret	Nc	DÉCRET
juste	Ag	JUSTE
et	Cc	ET
sage	Ag	SAGE
Dans	Vvc	Dans
les	Da	LE
mains	Nc	MAIN
d'	S	DE
Orbassan	Nc	Orbassan
remit	Vvc	REMETTRE
son	Ds	SON
héritage	Nc	HÉRITAGE
,	Fw	,
Pour	Nc	POUR
confondre	Vvn	CONFONDRE
à	S	À
jamais	Rg	JAMAIS
nos	Ds	NOTRE
ennemis	Nc	ENNEMI
cachés	Ge	CACHER
,	Fw	,
À	Nc	À
ce	Dd	CE
nom	Nc	NOM
