Quoi	Pt	QUE|QUOI
art	Nc	ART
,	Fw	,
son	Ds	SON
pinceau	Nc	PINCEAU
satyrique	Nc	satyrique
,	Fw	,
Il	Vvc	Il
peint	Vvc	PEINDRE
le	Da	LE
siècle	Nc	SIÈCLE
entier	Ag	ENTIER
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
fortes	Ag	FORT
couleurs	Nc	COULEUR
.	Fs	.
Sans	S	SANS
désigner	Vvn	DÉSIGNER
personne	Pi	PERSONNE
,	Fw	,
et	Cc	ET
sans	S	SANS
noircir	Vvn	NOIRCIR
les	Da	LE
moeurs	Nc	MURS
,	Fw	,
Il	Vvc	Il
fait	Ge	FAIRE
par	S	PAR
ses	Ds	SON
écrits	Nc	ÉCRIT
la	Da	LE
censure	Nc	CENSURE
publique	Ag	PUBLIC
Sous	Vvc	Sous
des	Dn	UN
noms	Nc	NOM
empruntés	Ge	EMPRUNTER
,	Fw	,
et	Cc	ET
des	S+Da	DE+LE|DE+LES
traits	Nc	TRAIT|TRAITS
généraux	Ag	GÉNÉRAL
;	Fw	;
Et	Vvc	Et
comme	Cs	COMME
en	S	EN
un	Dn	UN
miroir	Nc	MIROIR
,	Fw	,
dans	S	DANS
ce	Dd	CE
tableau	Nc	TABLEAU
critique	Vvc	CRITIQUER
,	Fw	,
Sans	Vvc	Sans
en	S	EN
être	Vun	ÊTRE
offensé	Ge	OFFENSER
,	Fw	,
chacun	Pi	CHACUN
voit	Vvc	VOIR
ses	Ds	SON
défauts	Nc	DÉFAUT
.	Fs	.
Les	Da	LE
applications	Nc	APPLICATION
sont	Vuc	ÊTRE
toujours	Rg	TOUJOURS
dangereuses	Ag	DANGEREUX
,	Fw	,
Et	Vvc	Et
font	Vvc	FAIRE
naître	Vvn	NAÎTRE
souvent	Rg	SOUVENT
des	Dn	UN
disputes	Nc	DISPUTE
fâcheuses	Ag	FÂCHEUX
;	Fw	;
Écrivons	Vvc	Écrivons
pour	S	POUR
la	Da	LE
paix	Nc	PAIX
,	Fw	,
non	Rg	NON
contre	S	CONTRE
le	Da	LE
repos	Nc	REPOS
.	Fs	.
Pour	S	POUR
plaire	Vvn	PLAIRE
sagement	Rg	SAGEMENT
,	Fw	,
et	Cc	ET
sans	S	SANS
qu'	Cs	QUE
on	Pp	ON
nous	Pp	NOUS
redoute	Vvc	REDOUTER
,	Fw	,
Je	Vvc	Je
veux	Vvc	VOULOIR
,	Fw	,
dans	S	DANS
ce	Dd	CE
jour	Nc	JOUR
,	Fw	,
essayer	Vvn	ESSAYER
De	Vvc	De
tracer	Vvn	TRACER
au	S+Da	À+LE
Théâtre	Nc	Théâtre
une	Dn	UN
nouvelle	Ag	NOUVEAU
route	Nc	ROUTE
,	Fw	,
Et	Vvc	Et
d'	S	DE
y	Pp	Y
louer	Vvn	LOUER|LOVER
sans	S	SANS
ennuyer	Vvn	ENNUYER
.	Fs	.
Carrière	Nc	Carrière
difficile	Ag	DIFFICILE
,	Fw	,
et	Cc	ET
délicat	Ag	DÉLICAT
métier	Nc	MÉTIER
!	Fs	!
J'	Pp	JE
espère	Vvc	ESPÉRER
la	Pp	IL
remplir	Vvn	REMPLIR
.	Fs	.
Permettez	Vvc	PERMETTRE
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
doute	Vvc	DOUTER
.	Fs	.
Allez	I	ALLEZ
,	Fw	,
j'	Pp	JE
aurai	Vuc	AVOIR
toujours	Rg	TOUJOURS
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
la	Pp	IL
frayer	Vvn	FRAYER
.	Fs	.
Par	S	PAR
la	Da	LE
louange	Nc	LOUANGE
vouloir	Vvn	VOULOIR
plaire	Vvn	PLAIRE
!	Fs	!
Le	Da	LE
seul	Ag	SEUL
projet	Nc	PROJET
à	S	À
lieu	Nc	LIEU
de	S	DE
m'	Pp	JE
effrayer	Vvn	EFFRAYER
;	Fw	;
Nous	Vvc	Nous
sommes	Vuc	ÊTRE
ruinés	Ge	RUINER
,	Fw	,
si	Cs	SI
Momus	Nc	Momus
est	Vuc	ÊTRE
sincère	Ag	SINCÈRE
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
je	Pp	JE
viens	Vvc	VENIR
pour	S	POUR
vous	Pp	VOUS
prier	Vvn	PRIER
De	Vvc	De
me	Pp	JE
venger	Vvn	VENGER
.	Fs	.
De	S	DE
qui	Pr	QUI
?	Fs	?
De	S	DE
l'	Da	LE
Univers	Nc	UNIVERS
entier	Ag	ENTIER
.	Fs	.
Contre	S	CONTRE
lui	Pp	IL
,	Fw	,
répandez	Vvc	RÉPANDRE
un	Dn	UN
torrent	Nc	TORRENT
d'	S	DE
épigrammes	Nc	ÉPIGRAMME
:	Fw	:
Tirez	Vvc	TIRER
à	S	À
bout	Nc	BOUT
portant	Ga	PORTER
.	Fs	.
Morbleu	Nc	Morbleu
,	Fw	,
point	Rg	POINT
de	S	DE
quartier	Nc	QUARTIER
;	Fw	;
Déchirez	Vvc	Déchirez
,	Fw	,
à	S	À
l'	Da	LE
envi	Nc	ENNUI|ENVI
,	Fw	,
les	Da	LE
hommes	Nc	HOMME
et	Cc	ET
les	Da	LE
femmes	Nc	FEMME
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
a	Vuc	AVOIR
fait	Ge	FAIRE
le	Da	LE
siècle	Nc	SIÈCLE
?	Fs	?
Et	Cc	ET
par	S	PAR
quelles	Dt	QUEL
raisons	Nc	RAISON
Excite-t-il	Vvc	Excite-t-il
chez	S	CHEZ
vous	Pp	VOUS
une	Dn	UN
pareille	Ag	PAREIL
rage	Nc	RAGE
?	Fs	?
Parce	Vvc	Parce
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
méchant	Ag	MÉCHANT
de	S	DE
toutes	Di	TOUT
les	Da	LE
façons	Nc	FAÇON
.	Fs	.
Parlez	Vvc	PARLER
plus	Rg	PLUS
poliment	Rg	POLIMENT
du	S+Da	DE+LE
siècle	Nc	SIÈCLE
où	Pr	OÙ
nous	Pp	NOUS
vivons	Vvc	VIVRE
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
voulez	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
ménage	Vvc	MÉNAGER
Un	Ag	Un
siècle	Nc	SIÈCLE
si	Rg	SI
fripon	Ag	FRIPON
?	Fs	?
Corrigez	Vvc	CORRIGER
ce	Dd	CE
langage	Nc	LANGAGE
,	Fw	,
Le	Vvc	Le
terme	Nc	TERME
de	S	DE
fripon	Nc	FRIPON
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
du	S+Da	DE+LE
bel	Ag	BEAU
usage	Nc	USAGE
.	Fs	.
II	Nc	II
révolte	Vvc	RÉVOLTER
l'	Da	LE
oreille	Nc	OREILLE
en	S	EN
ce	Dd	CE
temps	Nc	TEMPS
épuré	Ge	ÉPURER
Où	Vvc	Où
chaque	Di	CHAQUE
mot	Nc	MOT
qu'	Pr	QUE
on	Pp	ON
dit	Vvc	DIRE
doit	Vvc	DEVOIR
être	Vun	ÊTRE
mesuré	Ge	MESURER
.	Fs	.
La	Da	LE
politesse	Nc	POLITESSE
veut	Vvc	VOULOIR
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Ventrebleu	Nc	Ventrebleu
,	Fw	,
j'	Pp	JE
enrage	Vvc	ENRAGER
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
trouve	Vvc	TROUVER
,	Fw	,
en	S	EN
Amour	Nc	AMOUR
,	Fw	,
que	Cs	QUE
des	Dn	UN
coeurs	Nc	CUR
scélérats	Ag	SCÉLÉRAT
;	Fw	;
En	Vvc	En
amitié	Nc	AMITIÉ
,	Fw	,
que	Cs	QUE
des	Dn	UN
ingrats	Nc	INGRAT
.	Fs	.
On	Pp	ON
me	Pp	JE
gruge	Vvc	GRUGER
au	S+Da	À+LE
Palais	Vvc	Palais
;	Fw	;
au	S+Da	À+LE
jeu	Nc	JEU
,	Fw	,
l'	Pp	IL
on	Pp	ON
me	Pp	JE
friponne	Nc	FRIPON
,	Fw	,
Et	Vvc	Et
l'	Pp	IL
on	Pp	ON
me	Pp	JE
vole	Vvc	VOLER
à	S	À
la	Da	LE
maison	Nc	MAISON
,	Fw	,
:	Fw	:
Chez	S	CHEZ
le	Da	LE
traiteur	Nc	TRAITEUR
,	Fw	,
On	Vvc	On
m'	Pp	JE
empoisonne	Vvc	EMPOISONNER
,	Fw	,
Et	Vvc	Et
vouS	Nc	vouS
ne	Rp	NE
voulez	Vvc	VOULOIR
pas	Rg	PAS
,	Fw	,
contre	S	CONTRE
toute	Di	TOUT
raison	Nc	RAISON
,	Fw	,
Que	Vvc	Que
je	Pp	JE
traite	Vvc	TRAITER
aujourd'hui	Rg	AUJOURD'HUI
le	Da	LE
siècle	Nc	SIÈCLE
de	S	DE
fripon	Nc	FRIPON
?	Fs	?
Grossièrement	Vvc	Grossièrement
pourquoi	Rt	POURQUOI
le	Pp	IL
dire	Vvn	DIRE
,	Fw	,
Quand	Nc	Quand
,	Fw	,
par	S	PAR
dès	S	DÈS
correctifs	Ag	CORRECTIF
,	Fw	,
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
l'	Pp	IL
adoucir	Vvn	ADOUCIR
.	Fs	.
Oh	I	OH
!	Fs	!
Commencez	Vvc	COMMENCER
donc	Rg	DONC
par	S	PAR
m'	Pp	JE
instruire	Vvn	INSTRUIRE
;	Fw	;
Qu'	Vvc	Qu'
est	Vuc	ÊTRE
-ce	Vvc	-ce
qu'	Cs	QUE
un	Pi	UN
correctif	Ag	CORRECTIF
?	Fs	?
Vous	Pp	VOUS
me	Pp	JE
ferez	Vvc	FAIRE|FERRER
plaisir	Nc	PLAISIR
De	Vvc	De
m'	Pp	JE
expliquer	Vvn	EXPLIQUER
le	Da	LE
sens	Nc	SENS
de	S	DE
ce	Dd	CE
mot	Nc	MOT
qui	Pr	QUI
m'	Pp	JE
arrête	Vvc	ARRÊTER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
l'	Da	LE
art	Nc	ART
,	Fw	,
à	S	À
le	Da	LE
bien	Rg	BIEN
définir	Vvn	DÉFINIR
,	Fw	,
De	Vvc	De
faire	Vvn	FAIRE
tout	Pi	TOUT
passer	Vvn	PASSER
par	S	PAR
le	Da	LE
tour	Nc	TOUR
qu'	Pr	QUE
on	Pp	ON
lui	Pp	IL
prête	Vvc	PRÊTER
,	Fw	,
Et	Vvc	Et
de	S	DE
choisir	Vvn	CHOISIR
toujours	Rg	TOUJOURS
le	Da	LE
nom	Nc	NOM
le	Da	LE
plus-honnête	Nc	plus-honnête
.	Fs	.
Pour	S	POUR
m'	Pp	JE
enseigner	Vvn	ENSEIGNER
cet	Dd	CE
art	Nc	ART
où	Pr	OÙ
vous	Pp	VOUS
semblez	Vvc	SEMBLER
primer	Vvn	PRIMER
,	Fw	,
Apprenez	Vvc	APPRENDRE
-moi	Vvc	-moi
d'abord	Nc	d'abord
comment	Pt	COMMENT
je	Pp	JE
dois	Vvc	DEVOIR
nommer	Vvn	NOMMER
Une	Vvc	Une
friponne	Nc	FRIPON
,	Fw	,
une	Dn	UN
coquette	Nc	COQUET|COQUETTE
,	Fw	,
Dont	Vvc	Dont
la	Da	LE
bouche	Nc	BOUCHE
me	Pp	JE
jure	Vvc	JURER
un	Dn	UN
amour	Nc	AMOUR
fans	Nc	FAN
égal	Ag	ÉGAL
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
,	Fw	,
l'	Da	LE
instant	Nc	INSTANT
d'après	Ag	d'après
,	Fw	,
me	Pp	JE
trahit	Vvc	TRAHIR
en	S	EN
cachette	Nc	CACHETTE
,	Fw	,
Et	Vvc	Et
favorise	Vvc	FAVORISER
mon	Ds	MON
rival	Nc	RIVAL
?	Fs	?
Mais	Cc	MAIS
on	Pp	ON
la	Pp	IL
nomme	Vvc	NOMMER
une	Dn	UN
femme	Nc	FEMME
ordinaire	Ag	ORDINAIRE
,	Fw	,
Qui	Vvc	Qui
fuit	Vvc	FUIR
le	Da	LE
train	Nc	TRAIN
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
,	Fw	,
faite	Ge	FAIRE
pour	S	POUR
plaire	Vvn	PLAIRE
,	Fw	,
A	Vvc	A
l'	Da	LE
esprit	Nc	ESPRIT
de	S	DE
jouir	Vvn	JOUIR
des	Dn	UN
droits	Nc	DROIT|DROITS
de	S	DE
sa	Ds	SON
beauté	Nc	BEAUTÉ
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
donner	Vvn	DONNER
un	Dn	UN
beau	Ag	BEAU
masque	Nc	MASQUE
à	S	À
l'	Da	LE
infidélité	Nc	INFIDÉLITÉ
.	Fs	.
Et	Cc	ET
l'	Da	LE
ami	Nc	AMI
déloyal	Ag	DÉLOYAL
qui	Pr	QUI
m'	Pp	JE
enlève	Vvc	ENLEVER
la	Da	LE
Belle	Nc	BEAU
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
m'	Pp	JE
emprunte	Vvc	EMPRUNTER
mon	Ds	MON
argent	Nc	ARGENT
Pour	Ag	Pour
triompher	Vvn	TRIOMPHER
de	S	DE
l'	Da	LE
infidèle	Nc	INFIDÈLE
,	Fw	,
Comment	Vvc	Comment
l'	Da	LE
appelle-t	Ag	appelle-t
-on	Nc	-on
,	Fw	,
en	S	EN
ce	Dd	CE
siècle	Nc	SIÈCLE
charmant	Ga	CHARMER
?	Fs	?
Un	Dn	UN
ami	Nc	AMI
faible	Ag	FAIBLE
,	Fw	,
et	Cc	ET
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
emporte	Vvc	EMPORTER
:	Fw	:
On	Pp	ON
doit	Vvc	DEVOIR
avoir	Vun	AVOIR
pitié	Nc	PITIÉ
d'	S	DE
un	Dn	UN
homme	Nc	HOMME
de	S	DE
la	Da	LE
sorte	Nc	SORTE
.	Fs	.
Momus	Nc	Momus
est	Vuc	ÊTRE
bien	Rg	BIEN
compatissant	Ag	COMPATISSANT
.	Fs	.
Et	Cc	ET
de	S	DE
quelle	Dt	QUEL
façon	Nc	FAÇON
est	Vuc	ÊTRE
-ce	Vvc	-ce
qu'	Cs	QUE
il	Pp	IL
qualifie	Vvc	QUALIFIER
Un	Ag	Un
Procureur	Nc	PROCUREUR
avide	Ag	AVIDE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
,	Fw	,
sans	S	SANS
modestie	Nc	MODESTIE
,	Fw	,
De	Vvc	De
toutes	Di	TOUT
mains	Nc	MAIN
reçoit	Vvc	RECEVOIR
double	Ag	DOUBLE
valeur	Nc	VALEUR
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
me	Pp	JE
vend	Vvc	VENDRE
à	S	À
ma	Ds	MON
partie	Nc	PARTIE
?	Fs	?
Mais	Cc	MAIS
-je	Nc	-je
l'	Pp	IL
appelle	Vvc	APPELER
un	Dn	UN
Procureur	Nc	PROCUREUR
.	Fs	.
Un	Dn	UN
Chevalier	Nc	CHEVALIER
de	S	DE
l'	Da	LE
industrie	Nc	INDUSTRIE
,	Fw	,
Qui	Vvc	Qui
de	S	DE
filer	Vvn	FILER
la	Da	LE
carte	Nc	CARTE
ose	Vvc	OSER
professer	Vvn	PROFESSER
l'	Da	LE
art	Nc	ART
?	Fs	?
Un	Dn	UN
habile	Ag	HABILE
joueur	Nc	JOUEUR
qui	Pr	QUI
fixé	Ge	FIXER
le	Da	LE
