Doux	Ag	DOUX
De	Vvc	De
prendre	Vvn	PRENDRE
tant	Rg	TANT
de	S	DE
droit	Nc	DROIT
dessus	S	DESSUS
mes	Ds	MON
volontés	Nc	VOLONTÉ
.	Fs	.
Ma	Ds	MON
Raison	Nc	RAISON
doit	Vvc	DEVOIR
sur	S	SUR
eux	Pp	EUX
agir	Vvn	AGIR
comme	S	COMME
une	Dn	UN
reine	Nc	REINE|ROI
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
consentir	Vvn	CONSENTIR
pas	Rg	PAS
d'	S	DE
être	Vun	ÊTRE
mise	Ge	METTRE|MISER
à	S	À
la	Da	LE
chaîne	Nc	CHAÎNE
:	Fw	:
Quel	Dt	QUEL
serait	Vuc	ÊTRE
son	Ds	SON
malheur	Nc	MALHEUR
s'	Pp	SE
il	Pp	IL
fallait	Vvc	FALLOIR
que	Cs	QUE
les	Da	LE
sens	Nc	SENS
La	Ag	La
fissent	Vvc	FAIRE
soupirer	Vvn	SOUPIRER
sous	S	SOUS
de	Dn	UN
honteux	Ag	HONTEUX
liens	Nc	LIEN
?	Fs	?
Et	Cc	ET
que	Cs	QUE
par	S	PAR
leur	Ds	LEUR
rapport	Nc	RAPPORT
de	S	DE
soi	Pp	IL
-même	Vvc	-même
ennemie	Ag	ENNEMI
Elle	Nc	Elle
quittât	Vvc	QUITTER
la	Da	LE
gloire	Nc	GLOIRE
et	Cc	ET
cherchât	Vvc	CHERCHER
l'	Da	LE
infamie	Nc	INFAMIE
?	Fs	?
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
gardons-nous	Vvc	gardons-nous
bien	Rg	BIEN
de	S	DE
faillir	Vvn	FAILLIR
à	S	À
ce	Dd	CE
point	Nc	POINT
,	Fw	,
Nos	Nc	NÔ
filtres	Nc	FILTRE
sont	Vuc	ÊTRE
trop	Rg	TROP
beaux	Ag	BEAU
ne	Rp	NE
nous	Pp	NOUS
dégradons	Vvc	DÉGRADER
point	Rg	POINT
.	Fs	.
Ne	Rp	NE
revenez	Vvc	REVENIR
donc	Rg	DONC
plus	Rg	PLUS
tragiques	Ag	TRAGIQUE
rêveries	Nc	RÊVERIE
,	Fw	,
Sans	Vvc	Sans
doute	Nc	DOUTE
vous	Pp	VOUS
sortiez	Vvc	SORTIR
de	S	DE
l'	Da	LE
esprit	Nc	ESPRIT
des	S+Da	DE+LE|DE+LES
furies	Nc	FURIE
,	Fw	,
Du	Vvc	Du
feu	Nc	FEU
de	S	DE
leurs	Ds	LEUR
tisons	Nc	TISON
je	Pp	JE
m'	Pp	JE
allais	Vvc	ALLER
consumer	Vvn	CONSUMER
,	Fw	,
Car	Nc	CAR
le	Da	LE
flambeau	Nc	FLAMBEAU
d'	S	DE
amour	Nc	AMOUR
ne	Rp	NE
pouvait	Vvc	POUVOIR
l'	Pp	IL
allumer	Vvn	ALLUMER
;	Fw	;
Que	Vvc	Que
ne	Rp	NE
dois	Vvc	DEVOIR
-je	Vvn	-je
pas	Rg	PAS
craindre	Vvn	CRAINDRE
,	Fw	,
et	Cc	ET
qu'	Pr	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
j'	Pp	JE
espère	Vvc	ESPÉRER
Si	Vvc	Si
j'	Pp	JE
ose	Vvc	OSER
aimer	Vvn	AIMER
le	Da	LE
Fils	Nc	FIL|FILS
étant	Ga	ÊTRE
femme	Nc	FEMME
du	S+Da	DE+LE
père	Nc	PÈRE
?	Fs	?
Quel	Dt	QUEL
crime	Nc	CRIME
à	S	À
celui	Pd	CELUI
-ci	Rg	-ci
se	Pp	IL
pourrait	Vvc	POUVOIR
comparer	Vvn	COMPARER
?	Fs	?
En	S	EN
quels	Dt	QUEL
gouffres	Nc	GOUFFRE
de	S	DE
maux	Nc	MAL
serait	Vuc	ÊTRE
-ce	Vvc	-ce
s'	Pp	SE
égarer	Vvn	ÉGARER
?	Fs	?
Ce	Pd	CE
Prodige	Vvc	Prodige
de	S	DE
mal	Rg	MAL
tous	Di	TOUT
les	Da	LE
autres	Pi	AUTRE
enserre	Vvc	ENSERRER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
la	Da	LE
haine	Nc	HAINE
du	S+Da	DE+LE
Ciel	Nc	CIEL
et	Cc	ET
l'	Da	LE
horreur	Nc	HORREUR
de	S	DE
la	Da	LE
Terre	Nc	TERRE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
le	Da	LE
plus	Rg	PLUS
noir	Ag	NOIR
poison	Nc	POISON
dont	Pr	DONT
l'	Da	LE
honneur	Nc	HONNEUR
soit	Vuc	ÊTRE
tâché	Ge	TÂCHER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
monstre	Nc	MONSTRE
effroyable	Ag	EFFROYABLE
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
un	Dn	UN
péché	Nc	PÉCHÉ
.	Fs	.
Mon	Ds	MON
âme	Nc	ÂME
toutefois	Rg	TOUTEFOIS
est	Vuc	ÊTRE
encore	Rg	ENCORE
flattée	Ge	FLATTER
De	Vvc	De
ces	Dd	CE
mêmes	Ag	MÊME
horreurs	Nc	HORREUR
qui	Pr	QUI
sont	Vuc	ÊTRE
épouvantée	Ge	ÉPOUVANTER
:	Fw	:
Je	Pp	JE
m'	Pp	JE
en	Pp	EN
sens	Vvc	SENTIR
tour	Nc	TOUR
à	S	À
tour	Nc	TOUR
et	Cc	ET
brûler	Vvn	BRÛLER
,	Fw	,
et	Cc	ET
glacer	Vvn	GLACER
,	Fw	,
Et	Vvc	Et
je	Pp	JE
ne	Rp	NE
les	Pp	ILS
saurais	Vvc	SAURER|SAVOIR
ni	Cc	NI
souffrir	Vvn	SOUFFRIR
ni	Cc	NI
chasser	Vvn	CHASSER
.	Fs	.
Ô	Vvc	Ô
passion	Nc	PASSION
trop	Rg	TROP
forte	Ag	FORT
!	Fs	!
Ô	Vvc	Ô
loi	Nc	LOI
trop	Rg	TROP
rigoureuse	Ag	RIGOUREUX
!	Fs	!
J'	Pp	JE
ai	Vuc	AVOIR
trop	Rg	TROP
de	S	DE
retenue	Nc	RETENUE
et	Cc	ET
suis	Vuc	ÊTRE
trop	Rg	TROP
amoureuse	Ag	AMOUREUX
;	Fw	;
Le	Vvc	Le
devoir	Vvn	DEVOIR
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
avec	S	AVEC
trop	Rg	TROP
de	S	DE
rigueur	Nc	RIGUEUR
,	Fw	,
S'	Vvc	S'
appliquent	Vvc	APPLIQUER
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
à	S	À
déchirer	Vvn	DÉCHIRER
mon	Ds	MON
cur	Nc	CUR
:	Fw	:
Je	Pp	JE
frémis	Vvc	FRÉMIR
tout	Di	TOUT
ensemble	Nc	ENSEMBLE
et	Cc	ET
brûle	Nc	BRÛLÉ
pour	S	POUR
ce	Dd	CE
crime	Nc	CRIME
,	Fw	,
La	Vvc	La
raison	Nc	RAISON
me	Pp	JE
gourmande	Vvc	GOURMANDER
et	Cc	ET
mon	Ds	MON
amour	Nc	AMOUR
m'	Pp	JE
opprime	Vvc	OPPRIMER
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
noblement	Rg	NOBLEMENT
achever	Vvn	ACHEVER
son	Ds	SON
destin	Nc	DESTIN
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
vivre	Vvn	VIVRE
et	Cc	ET
mourir	Vvn	MOURIR
femme	Nc	FEMME
de	S	DE
Constantin	Nc	Constantin
,	Fw	,
Jusques	Vvc	Jusques
dans	S	DANS
le	Da	LE
tombeau	Nc	TOMBEAU
l'	Da	LE
honneur	Nc	HONNEUR
et	Cc	ET
l'	Da	LE
innocence	Nc	INNOCENCE
Seront	Vvc	Seront
les	Da	LE
Compagnons	Nc	COMPAGNON
de	S	DE
la	Da	LE
sur	Nc	SUR
de	S	DE
Maxance	Nc	Maxance
,	Fw	,
Nul	Nc	NUL
crime	Nc	CRIME
à	S	À
ce	Dd	CE
beau	Ag	BEAU
sang	Nc	SANG
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
reprocher	Vvn	REPROCHER
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
aime	Vvc	AIMER
mieux	Rg	MIEUX
cent	Nc	CENT
fois	Nc	FOI|FOIS
mourir	Vvn	MOURIR
que	Cs	QUE
le	Pp	IL
tacher	Vvn	TACHER|TÂCHER
.	Fs	.
Clair	Ag	CLAIR
Soleil	Nc	SOLEIL
de	S	DE
mes	Ds	MON
yeux	Nc	OEIL|YEUX
,	Fw	,
délices	Nc	DÉLICE
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Cher	Nc	Cher
objet	Nc	OBJET
de	S	DE
mes	Ds	MON
soins	Nc	SOIN
,	Fw	,
beau	Ag	BEAU
sujet	Nc	SUJET
de	S	DE
ma	Ds	MON
flamme	Nc	FLAMME
,	Fw	,
Pardonne	Vvc	PARDONNER
,	Fw	,
aimable	Ag	AIMABLE
Chrispe	Vvc	Chrispe
,	Fw	,
à	S	À
la	Da	LE
sainte	Ag	SAINT
pudeur	Nc	PUDEUR
,	Fw	,
S'	Vvc	S'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
t'	Pp	TU
offense	Vvc	OFFENSER
en	S	EN
perdant	Ga	PERDRE
cette	Dd	CE
ardeur	Nc	ARDEUR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
la	Da	LE
sévérité	Nc	SÉVÉRITÉ
qu'	Pr	QUE
elle	Pp	IL
met	Vvc	METTRE
en	S	EN
usage	Nc	USAGE
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
me	Pp	JE
permet	Vvc	PERMETTRE
pas	Rg	PAS
de	S	DE
t'	Pp	TU
aimer	Vvn	AIMER
davantage	Rg	DAVANTAGE
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
cruel	Ag	CRUEL
effort	Nc	EFFORT
de	S	DE
fin	Nc	FIN
rigoureux	Ag	RIGOUREUX
trait	Nc	TRAIT
,	Fw	,
Qui	Vvc	Qui
de	S	DE
mon	Ds	MON
cur	Nc	CUR
timide	Ag	TIMIDE
efface	Vvc	EFFACER
ton	Ds	TON
portrait	Nc	PORTRAIT
;	Fw	;
Je	Vvc	Je
renonce	Nc	RENONCE
par	S	PAR
force	Nc	FORCE|FORCÉ
à	S	À
tant	Rg	TANT
d'	S	DE
aimables	Ag	AIMABLE
charmes	Nc	CHARME
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
romps	Vvc	ROMPRE
avec	S	AVEC
toi	Pp	TU
qu'	Cs	QUE
avec	S	AVEC
beaucoup	Rg	BEAUCOUP
de	S	DE
larmes	Nc	LARME
:	Fw	:
Ma	Ds	MON
résolution	Nc	RÉSOLUTION
me	Pp	JE
comble	Vvc	COMBLER
de	S	DE
douleurs	Nc	DOULEUR
,	Fw	,
J'	Vvc	J'
en	Pp	EN
appelle	Vvc	APPELER
à	S	À
témoin	Nc	TÉMOIN
ces	Dd	CE
soupirs	Nc	SOUPIR
et	Cc	ET
ces	Dd	CE
pleurs	Nc	PLEUR
:	Fw	:
Cher	Ag	CHER
Chrispe	Vvc	Chrispe
,	Fw	,
de	S	DE
ces	Dd	CE
pleurs	Nc	PLEUR
je	Pp	JE
te	Pp	TU
fais	Vvc	FAIRE
une	Dn	UN
offrande	Nc	OFFRANDE
,	Fw	,
Fauste	Nc	Fauste
ne	Rp	NE
peut	Vvc	POUVOIR
te	Pp	TU
faire	Vvn	FAIRE
une	Dn	UN
faveur	Nc	FAVEUR
plus	Rg	PLUS
grande	Ag	GRAND
.	Fs	.
Madame	Nc	MADAME
.	Fs	.
On	Pp	ON
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
quelque	Di	QUELQUE
fâcheux	Ag	FÂCHEUX
propos	Nc	PROPOS
,	Fw	,
Ne	Vvc	Ne
peut	Vvc	POUVOIR
-on	Nc	-on
me	Pp	JE
laisser	Vvn	LAISSER
un	Dn	UN
moment	Nc	MOMENT
en	S	EN
repos	Nc	REPOS
?	Fs	?
Qu'	Pt	QUE
as	Vuc	AVOIR
-tu	Ge	-tu
donc	Rg	DONC
à	S	À
me	Pp	JE
dire	Vvn	DIRE
?	Fs	?
Et	Cc	ET
qu'	Pr	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
qu'	Cs	QUE
on	Pp	ON
demande	Vvc	DEMANDER
?	Fs	?
Ton	Ds	TON
importunité	Nc	IMPORTUNITÉ
n'	Rp	NE
en	Pp	EN
sera	Vuc	ÊTRE
pas	Rg	PAS
plus	Rg	PLUS
grande	Ag	GRAND
.	Fs	.
Chrispe	Nc	Chrispe
est	Vuc	ÊTRE
à	S	À
cette	Dd	CE
porte	Nc	PORTE|PORTÉ
.	Fs	.
Ha	Rg	HA
Chrispe	Vvc	Chrispe
,	Fw	,
il	Pp	IL
peut	Vvc	POUVOIR
entrer	Vvn	ENTRER
:	Fw	:
Mais	Cc	MAIS
suis	Vuc	ÊTRE
-je	Ge	-je
en	S	EN
un	Dn	UN
état	Nc	ÉTAT
à	S	À
me	Pp	JE
pouvoir	Vvn	POUVOIR
montrer	Vvn	MONTRER
?	Fs	?
Demeure	Vvc	DEMEURER
Cornélie	Nc	Cornélie
;	Fw	;
ô	I	OH
Dieux	Ag	Dieux
!	Fs	!
À	Vvc	À
cette	Dd	CE
vue	Nc	VUE
On	Vvc	On
me	Pp	JE
verra	Vvc	VOIR
changer	Vvn	CHANGER
,	Fw	,
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
toute	Rg	TOUTE
émue	Ge	ÉMOUVOIR
,	Fw	,
Je	Vvc	Je
devrais	Vvc	DEVOIR
éviter	Vvn	ÉVITER
ce	Dd	CE
fatal	Ag	FATAL
entretien	Nc	ENTRETIEN
:	Fw	:
Retourne	Vvc	RETOURNER
,	Fw	,
et	Cc	ET
lui	Pp	IL
dis	Vvc	DIRE
que	Rg	QUE
...	Fs	...
Mais	Vvc	Mais
non	Rg	NON
ne	Rp	NE
lui	Pp	IL
dis	Vvc	DIRE
rien	Pi	RIEN
.	Fs	.
Va	Vvc	ALLER
donc	Rg	DONC
;	Fw	;
arrête	Vvc	ARRÊTER
encore	Rg	ENCORE
.	Fs	.
Entrera-t-il	Vvc	Entrera-t-il
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Dis	Vvc	DIRE
-lui	Pd	-lui
qu'	Pr	QUE
il	Pp	IL
peut	Vvc	POUVOIR
entrer	Vvn	ENTRER
:	Fw	:
rassure	Vvc	RASSURER
-toi	Vvc	-toi
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Dissipe	Vvc	DISSIPER
promptement	Rg	PROMPTEMENT
cette	Dd	CE
confusion	Nc	CONFUSION
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
besoin	Nc	BESOIN
de	S	DE
ta	Ds	TON
force	Nc	FORCE|FORCÉ
en	S	EN
cette	Dd	CE
occasion	Nc	OCCASION
,	Fw	,
Tu	Vvc	Tu
vas	Vvc	ALLER
apercevoir	Vvn	APERCEVOIR
une	Dn	UN
grâce	Nc	GRÂCE
infinie	Ag	INFINI
,	Fw	,
On	Vvc	On
te	Pp	TU
voudra	Vvc	VOULOIR
ravir	Vvn	RAVIR
,	Fw	,
mais	Cc	MAIS
tiens	Vvc	TENIR
-moi	Vvc	-moi
compagnie	Nc	COMPAGNIE
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
,	Fw	,
jeune	Ag	JEUNE
César	Nc	César
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
votre	Ds	VOTRE
vertu	Nc	VERTU
Que	Vvc	Que
l'	Da	LE
empire	Nc	EMPIRE
aujourd'hui	Rg	AUJOURD'HUI
voit	Vvc	VOIR
son	Ds	SON
Hydre	Nc	HYDRE
abattu	Ge	ABATTRE
:	Fw	:
Vous	Pp	VOUS
avez	Vuc	AVOIR
fait	Ge	FAIRE
cesser	Vvn	CESSER
nos	Ds	NOTRE
matières	Nc	MATIÈRE
de	S	DE
larmes	Nc	LARME
,	Fw	,
Le	Vvc	Le
rebelle	Ag	REBELLE
Licine	Nc	Licine
a	Vuc	AVOIR
fait	Ge	FAIRE
joug	Nc	JOUG
à	S	À
vos	Ds	VOTRE
armes	Nc	ARME|ARMÉ
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
bras	Nc	BRAS
glorieux	Ag	GLORIEUX
qu'	Pr	QUE
il	Pp	IL
voulut	Vvc	VOULOIR
éprouver	Vvn	ÉPROUVER
,	Fw	,
L'	Vvc	L'
empêche	Vvc	EMPÊCHER
pour	S	POUR
jamais	Rg	JAMAIS
de	S	DE
se	Pp	IL
plus	Rg	PLUS
relever	Vvn	RELEVER
.	Fs	.
Vous	Pp	VOUS
voyant	Ga	VOIR
si	Cs	SI
bienfait	Nc	BIENFAIT
,	Fw	,
et	Cc	ET
si	Rg	SI
vaillant	Ag	VAILLANT
encore	Rg	ENCORE
,	Fw	,
La	Vvc	La
Thrace	Vvc	Thrace
vous	Pp	VOUS
a	Vuc	AVOIR
pris	Ge	PRENDRE
pour	S	POUR
le	Da	LE
Dieu	Nc	DIEU
quelle	Dt	QUEL
adore	Nc	ADORÉ
,	Fw	,
Elle	Vvc	Elle
s'	Cs	SI
en	Pp	EN
va	Vvc	ALLER
vous	Pp	VOUS
mettre	Vvn	METTRE
au	S+Da	À+LE
dessus	Nc	DESSUS
des	S+Da	DE+LE|DE+LES
autels	Nc	AUTEL
,	Fw	,
Et	Vvc	Et
placer	Vvn	PLACER
votre	Ds	VOTRE
image	Nc	IMAGE
entre	S	ENTRE
les	Da	LE
Immortels	Nc	IMMORTEL
:	Fw	:
Car	Cc	CAR
de	S	DE
si	Rg	SI
grands	Ag	GRAND
Exploits	Nc	EXPLOIT
,	Fw	,
et	Cc	ET
qui	Pr	QUI
dont	Pr	DONT
sans	S	SANS
exemples	Nc	EXEMPLE
,	Fw	,
Ont	Vvc	Ont
vraiment	Rg	VRAIMENT
mérité	Ge	MÉRITER
des	S+Da	DE+LE|DE+LES
autels	Nc	AUTEL
et	Cc	ET
des	S+Da	DE+LE|DE+LES
Temples	Nc	TEMPLE
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
tout	Di	TOUT
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
cet	Dd	CE
heureux	Ag	HEUREUX
destin	Nc	DESTIN
,	Fw	,
Se	Vvc	Se
doit	Vvc	DEVOIR
attribuer	Vvn	ATTRIBUER
au	S+Da	À+LE
sage	Ag	SAGE
Constantin	Nc	Constantin
;	Fw	;
Pour	Nc	POUR
faire	Vvn	FAIRE
des	Dn	UN
progrès	Nc	PROGRÈS
dont	Pr	DONT
la	Pp	IL
Terre	Vvc	TERRER
s'	Pp	SE
étonne	Vvc	ÉTONNER
,	Fw	,
On	Vvc	On
n'	Rp	NE
a	Vuc	AVOIR
presque	Rg	PRESQUE
besoin	Nc	BESOIN
que	Cs	QUE
des	Dn	UN
Ordres	Nc	ORDRE
qu'	Pr	QUE
il	Pp	IL
donne	Vvc	DONNER
:	Fw	:
Ils	Pp	ILS
sont	Vuc	ÊTRE
toujours	Rg	TOUJOURS
si	Rg	SI
beaux	Ag	BEAU
,	Fw	,
et	Cc	ET
si	Rg	SI
bien	Rg	BIEN
conçus	Ge	CONCEVOIR
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
a	Vuc	AVOIR
demi	Nc	DEMI
vaincu	Ge	VAINCRE
quand	Cs	QUAND
on	Pp	ON
les	Pp	ILS
a	Vuc	AVOIR
reçus	Ge	RECEVOIR
.	Fs	.
Cet	Dd	CE
illustre	Ag	ILLUSTRE
Empereur	Nc	EMPEREUR
,	Fw	,
ce	Dd	CE
miroir	Nc	MIROIR
des	S+Da	DE+LE|DE+LES
grands	Ag	GRAND
Princes	Nc	PRINCE
,	Fw	,
Peut	Vvc	POUVOIR
de	S	DE
son	Ds	SON
cabinet	Nc	CABINET
conquérir	Vvn	CONQUÉRIR
des	Dn	UN
provinces	Nc	PROVINCE
,	Fw	,
Envoyer	Vvn	ENVOYER
la	Da	LE
victoire	Nc	VICTOIRE
au	S+Da	À+LE
bout	Nc	BOUT
de	S	DE
l'	Da	LE
univers	Nc	UNIVERS
,	Fw	,
Et	Vvc	Et
se	Pp	IL
faire	Vvn	FAIRE
amener	Vvn	AMENER
des	S+Da	DE+LE|DE+LES
Rois	Vvc	Rois
chargés	Ge	CHARGER
de	S	DE
fers	Nc	FER|FERS
:	Fw	:
Il	Pp	IL
s'	Pp	SE
est	Vuc	ÊTRE
voulu	Ge	VOULOIR
servir	Vvn	SERVIR
de	S	DE
mon	Ds	MON
obéissance	Nc	OBÉISSANCE
,	Fw	,
Et	Vvc	Et
ses	Ds	SON
commandements	Nc	COMMANDEMENT
ont	Vuc	AVOIR
fait	Ge	FAIRE
voir	Vvn	VOIR
sa	Ds	SON
puissance	Nc	PUISSANCE
.	Fs	.
Ses	Ds	SON
Ordres	Nc	ORDRE
font	Vvc	FAIRE
ainsi	Rg	AINSI
trembler	Vvn	TREMBLER
les	Da	LE
révoltés	Nc	RÉVOLTÉ
,	Fw	,
Quand	Nc	Quand
par	S	PAR
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
Prince	Nc	PRINCE
ils	Pp	ILS
sont	Vuc	ÊTRE
exécutés	Ge	EXÉCUTER
:	Fw	:
Mais	Cc	MAIS
je	Pp	JE
douterais	Vvc	DOUTER
fort	Rg	FORT
qu'	Cs	QUE
entre	S	ENTRE
les	Da	LE
mains	Nc	MAIN
d'	S	DE
un	Dn	UN
autre	Ag	AUTRE
Ils	Nc	Ils
eussent	Vuc	AVOIR
un	Dn	UN
succès	Nc	SUCCÈS
,	Fw	,
qui	Pr	QUI
fut	Vuc	ÊTRE
pareil	Nc	PAREIL
au	S+Da	À+LE
vôtre	As#Ps	VÔTRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
continuant	Ga	CONTINUER
les	Da	LE
traits	Nc	TRAIT|TRAITS
de	S	DE
vos	Ds	VOTRE
bontés	Nc	BONTÉ
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
flatte	Vvc	FLATTER
point	Rg	POINT
,	Fw	,
ce	Pd	CE
sont	Vuc	ÊTRE
des	Dn	UN
vérités	Nc	VÉRITÉ
.	Fs	.
Votre	Ds	VOTRE
âme	Nc	ÂME
à	S	À
m'	Pp	JE
obliger	Vvn	OBLIGER
est	Vuc	ÊTRE
trop	Rg	TROP
accoutumée	Ge	ACCOUTUMER
.	Fs	.
Je	Pp	JE
ne	Rp	NE
parle	Vvc	PARLER
de	S	DE
vous	Pp	VOUS
qu'	Cs	QUE
après	S	APRÈS
la	Da	LE
Renommée	Nc	Renommée
:	Fw	:
Mais	Cc	MAIS
contez	Nc	CONTÉ
-moi	Vvc	-moi
comment	Rt	COMMENT
le	Da	LE
tout	Pi	TOUT
est	Vuc	ÊTRE
arrivé	Ge	ARRIVER
,	Fw	,
Et	Vvc	Et
de	S	DE
quelle	Dt	QUEL
façon	Nc	FAÇON
Licine	Vvc	Licine
s'	Pp	SE
est	Vuc	ÊTRE
sauvé	Ge	SAUVER
.	Fs	.
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
ay	Vuc	AVOIR
rien	Pi	RIEN
appris	Vvc	APPRENDRE
qu'	Cs	QUE
en	S	EN
paroles	Nc	PAROLE
confuses	Ag	CONFUS
,	Fw	,
Ne	Vvc	Ne
vous	Pp	VOUS
préparez	Vvc	PRÉPARER
point	Rg	POINT
à	S	À
me	Pp	JE
payer	Vvn	PAYER
d'	S	DE
excuses	Nc	EXCUSE
,	Fw	,
Mon	Nc	Mon
désir	Nc	DÉSIR
curieux	Ag	CURIEUX
ne	Rp	NE
se	Pp	IL
doit	Vvc	DEVOIR
point	Rg	POINT
trahir	Vvn	TRAHIR
.	Fs	.
Puisqu'il	Cs	Puisqu'il
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
vous	Pp	VOUS
obéir	Vvn	OBÉIR
.	Fs	.
Licine	Vvc	Licine
à	S	À
la	Da	LE
campagne	Nc	CAMPAGNE
exprimait	Vvc	EXPRIMER
tant	Rg	TANT
d'	S	DE
audace	Nc	AUDACE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
en	Pp	EN
faisait	Vvc	FAIRE
trembler	Vvn	TREMBLER
tous	Di	TOUT
les	Da	LE
monts	Nc	MONT
de	S	DE
la	Da	LE
Thrace	Nc	THRACE
:	Fw	:
Tous	Di	TOUT
ses	Ds	SON
fleuves	Nc	FLEUVE
étaient	Vuc	ÊTRE
,	Fw	,
ou	Cc	OU
taris	Vvc	TARIR
ou	Cc	OU
troublés	Ge	TROUBLER
,	Fw	,
Du	Vvc	Du
nombre	Nc	NOMBRE
des	S+Da	DE+LE|DE+LES
soldats	Nc	SOLDAT
qu'	Pr	QUE
il	Pp	IL
avait	Vuc	AVOIR
assemblés	Ge	ASSEMBLER
,	Fw	,
La	Vvc	La
