Approuvez	Vvc	APPROUVER
pied	Nc	PIED
de	S	DE
nos	Ds	NOTRE
murailles	Nc	MURAILLE
,	Fw	,
Mais	Vvc	Mais
Rome	Nc	Rome
ignore	Vvc	IGNORER
encore	Rg	ENCORE
comme	Cs	COMME
on	Pp	ON
perd	Vvc	PERDRE
des	Dn	UN
batailles	Nc	BATAILLE
.	Fs	.
Loin	Rg	LOIN
de	S	DE
trembler	Vvn	TREMBLER
pour	S	POUR
elle	Pp	IL
,	Fw	,
il	Pp	IL
lui	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
applaudir	Vvn	APPLAUDIR
,	Fw	,
Puisqu'elle	Vvc	Puisqu'elle
va	Vvc	ALLER
combattre	Vvn	COMBATTRE
,	Fw	,
elle	Pp	IL
va	Vvc	ALLER
s'	Pp	SE
agrandir	Vvn	AGRANDIR
.	Fs	.
Bannissez	Vvc	BANNIR
,	Fw	,
bannissez	Vvc	BANNIR
une	Dn	UN
frayeur	Nc	FRAYEUR
si	Rg	SI
vaine	Ag	VAIN
,	Fw	,
Et	Vvc	Et
concevez	Vvc	CONCEVOIR
des	Dn	UN
voeux	Nc	VU
dignes	Ag	DIGNE
d'	S	DE
une	Dn	UN
Romaine	Nc	ROMAIN|ROMAINE
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
romaine	Ag	ROMAIN
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Puisque	Cs	PUISQUE
mon	Ds	MON
époux	Nc	ÉPOUX
l'	Pp	IL
est	Vuc	ÊTRE
;	Fw	;
L'	Vvc	L'
Hymen	Nc	HYMEN
me	Pp	JE
fait	Vvc	FAIRE
de	S	DE
Rome	Vvc	Rome
embrasser	Vvn	EMBRASSER
l'	Da	LE
intérêt	Nc	INTÉRÊT
,	Fw	,
Mais	Vvc	Mais
il	Pp	IL
tiendrait	Vvc	TENIR
mon	Ds	MON
âme	Nc	ÂME
en	S	EN
esclave	Nc	ESCLAVE
enchaînée	Ge	ENCHAÎNER
S'	Vvc	S'
il	Pp	IL
m'	Pp	JE
ôtait	Vvc	ÔTER
le	Da	LE
penser	Nc	PENSER
des	S+Da	DE+LE|DE+LES
lieux	Nc	LIEU|LIEUX
où	Pr	OÙ
je	Pp	JE
suis	Vuc	ÊTRE
née	Ge	NAÎTRE
.	Fs	.
Albe	Nc	Albe
où	Pr	OÙ
j'	Pp	JE
ai	Vuc	AVOIR
commencé	Ge	COMMENCER
de	S	DE
respirer	Vvn	RESPIRER
le	Da	LE
jour	Nc	JOUR
,	Fw	,
Albe	Vvc	Albe
mon	Ds	MON
cher	Ag	CHER
pays	Nc	PAYS
et	Cc	ET
mon	Ds	MON
premier	Ag	PREMIER
amour	Nc	AMOUR
,	Fw	,
Quand	Nc	Quand
entre	S	ENTRE
nous	Pp	NOUS
et	Cc	ET
toi	Pp	TU
je	Pp	JE
vois	Vvc	ALLER|VOIR
la	Da	LE
guerre	Nc	GUERRE
ouverte	Ge	OUVRIR
,	Fw	,
Je	Vvc	Je
crains	Vvc	CRAINDRE
notre	Ds	NOTRE
victoire	Nc	VICTOIRE
autant	Rg	AUTANT
que	Cs	QUE
notre	Ds	NOTRE
perte	Nc	PERTE
.	Fs	.
Rome	Vvc	Rome
,	Fw	,
si	Cs	SI
tu	Pp	TU
te	Pp	TU
plains	Vvc	PLAINDRE
que	Cs	QUE
c'	Pd	CE
est	Vuc	ÊTRE
là	Rg	LÀ
te	Pp	TU
trahir	Vvn	TRAHIR
,	Fw	,
Fais	Vvc	FAIRE
-toi	Vvc	-toi
des	Dn	UN
ennemis	Nc	ENNEMI
que	Pr	QUE
je	Pp	JE
puisse	Vvc	POUVOIR
haïr	Vvn	HAÏR
:	Fw	:
Quand	Cs	QUAND
je	Pp	JE
vois	Vvc	ALLER|VOIR
de	S	DE
tes	Ds	TON
murs	Nc	MUR|MURS
leur	Ds	LEUR
armée	Nc	ARMÉE
et	Cc	ET
la	Da	LE
nôtre	As#Ps	NÔTRE
,	Fw	,
Mes	Vvc	Mes
trois	Nc	TROIS
frères	Ag	FRÈRE
dans	S	DANS
l'	Da	LE
une	Pi	UN
,	Fw	,
et	Cc	ET
mon	Ds	MON
mari	Nc	MARI
dans	S	DANS
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
Puis	Vvc	POUVOIR
-je	Vvc	-je
former	Vvn	FORMER
des	Dn	UN
voeux	Nc	VU
,	Fw	,
et	Cc	ET
sans	S	SANS
impiété	Nc	IMPIÉTÉ
Importuner	Nc	IMPORTUNER
le	Pp	IL
Ciel	Vvc	Ciel
pour	S	POUR
ta	Ds	TON
félicité	Nc	FÉLICITÉ
?	Fs	?
Je	Pp	JE
sais	Vvc	SAVOIR
que	Cs	QUE
ton	Ds	TON
État	Nc	État
,	Fw	,
encore	Rg	ENCORE
en	S	EN
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Ne	Vvc	Ne
saurait	Vvc	SAURER|SAVOIR
,	Fw	,
sans	S	SANS
la	Da	LE
guerre	Nc	GUERRE
,	Fw	,
affermir	Vvn	AFFERMIR
sa	Ds	SON
puissance	Nc	PUISSANCE
;	Fw	;
Je	Vvc	Je
sais	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
doit	Vvc	DEVOIR
s'	Pp	SE
accroître	Vvn	ACCROÎTRE
,	Fw	,
et	Cc	ET
que	Cs	QUE
tes	Ds	TON
grands	Ag	GRAND
destins	Nc	DESTIN
Ne	Vvc	Ne
le	Pp	IL
borneront	Vvc	BORNER
pas	Rg	PAS
chez	S	CHEZ
les	Da	LE
peuples	Nc	PEUPLE
Latins	Ag	LATIN
,	Fw	,
Que	Vvc	Que
les	Da	LE
dieux	Nc	DIEU|DIEUX
t'	Pp	TU
ont	Vuc	AVOIR
promis	Ge	PROMETTRE
l'	Da	LE
empire	Nc	EMPIRE
de	S	DE
la	Da	LE
terre	Nc	TERRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
tu	Pp	TU
n'	Rp	NE
en	Pp	EN
peux	Vvc	POUVOIR
voir	Vvn	VOIR
l'	Da	LE
effet	Nc	EFFET
que	Cs	QUE
par	S	PAR
la	Da	LE
guerre	Nc	GUERRE
.	Fs	.
Bien	Rg	BIEN
loin	Rg	LOIN
de	S	DE
m'	Pp	JE
opposer	Vvn	OPPOSER
à	S	À
cette	Dd	CE
noble	Ag	NOBLE
ardeur	Nc	ARDEUR
Qui	Ag	Qui
suit	Vvc	SUIVRE
l'	Da	LE
arrêt	Nc	ARRÊT
des	S+Da	DE+LE|DE+LES
dieux	Nc	DIEU|DIEUX
et	Cc	ET
court	Ag	COURT
à	S	À
ta	Ds	TON
grandeur	Nc	GRANDEUR
,	Fw	,
Je	Vvc	Je
voudrais	Vvc	VOULOIR
déjà	Rg	DÉJÀ
voir	Vvn	VOIR
tes	Ds	TON
troupes	Nc	TROUPE
couronnées	Ge	COURONNER
,	Fw	,
D'	Nc	D'
un	Dn	UN
pas	Nc	PAS
victorieux	Ag	VICTORIEUX
franchir	Vvn	FRANCHIR
les	Da	LE
Pyrénées	Nc	Pyrénées
.	Fs	.
Va	Vvc	ALLER
jusqu'	S	JUSQUE
en	S	EN
l'	Da	LE
orient	Nc	ORIENT
pousser	Vvn	POUSSER
tes	Ds	TON
bataillons	Nc	BATAILLON
,	Fw	,
Va	Vvc	ALLER
sur	S	SUR
les	Da	LE
bords	Nc	BORD
du	S+Da	DE+LE
Rhin	Nc	Rhin
planter	Vvn	PLANTER
tes	Ds	TON
pavillons	Nc	PAVILLON
,	Fw	,
Fais	Vvc	FAIRE
trembler	Vvn	TREMBLER
sous	S	SOUS
tes	Ds	TON
pas	Rg	PAS
les	Da	LE
colonnes	Nc	COLONNE
d'	S	DE
Hercule	Nc	HERCULE
,	Fw	,
Mais	Vvc	Mais
respecte	Vvc	RESPECTER
une	Dn	UN
ville	Nc	VILLE
à	S	À
qui	Pr	QUI
tu	Pp	TU
dois	Vvc	DEVOIR
Romule	Vvc	Romule
;	Fw	;
Ingrate	Vvc	Ingrate
,	Fw	,
souviens	Vvc	SOUVENIR
-toi	Vvc	-toi
que	Cs	QUE
du	S+Da	DE+LE
sang	Nc	SANG
de	S	DE
ses	Ds	SON
rois	Nc	ROI
Tu	Ag	Tu
tiens	Vvc	TENIR
ton	Ds	TON
nom	Nc	NOM
,	Fw	,
tes	Ds	TON
murs	Nc	MUR|MURS
,	Fw	,
et	Cc	ET
tes	Ds	TON
premières	Ag	PREMIER
lois	Nc	LOI
:	Fw	:
Albe	Nc	Albe
est	Vuc	ÊTRE
ton	Ds	TON
origine	Nc	ORIGINE
:	Fw	:
arrête	Vvc	ARRÊTER
,	Fw	,
et	Cc	ET
considère	Vvc	CONSIDÉRER
Que	Vvc	Que
tu	Pp	TU
portes	Vvc	PORTER
le	Da	LE
fer	Nc	FER
dans	S	DANS
le	Da	LE
sein	Nc	SEIN
de	S	DE
ta	Ds	TON
mère	Nc	MÈRE
.	Fs	.
Tourne	Vvc	TOURNER
ailleurs	Rg	AILLEURS
les	Da	LE
efforts	Nc	EFFORT
de	S	DE
tes	Ds	TON
bras	Nc	BRAS
triomphants	Ag	TRIOMPHANT
,	Fw	,
Sa	Vvc	Sa
joie	Nc	JOIE
éclatera	Vvc	ÉCLATER
dans	S	DANS
l'	Da	LE
heur	Nc	HEUR
de	S	DE
ses	Ds	SON
enfants	Nc	ENFANT
;	Fw	;
Et	Vvc	Et
se	Pp	IL
laissant	Ga	LAISSER
ravir	Vvn	RAVIR
à	S	À
l'	Da	LE
amour	Nc	AMOUR
maternelle	Ag	MATERNEL
,	Fw	,
Ses	Vvc	Ses
voeux	Nc	VU
seront	Vuc	ÊTRE
pour	S	POUR
toi	Pp	TU
,	Fw	,
si	Cs	SI
tu	Pp	TU
n'	Rp	NE
es	Vuc	ÊTRE
plus	Rg	PLUS
contre	S	CONTRE
elle	Pp	IL
.	Fs	.
Ce	Dd	CE
discours	Nc	DISCOURS
me	Pp	JE
surprend	Vvc	SURPRENDRE
,	Fw	,
vu	Ge	VOIR
que	Cs	QUE
depuis	S	DEPUIS
le	Da	LE
temps	Nc	TEMPS
Qu'	Vvc	Qu'
on	Pp	ON
a	Vuc	AVOIR
contre	S	CONTRE
son	Ds	SON
peuple	Nc	PEUPLE
armé	Ge	ARMER
nos	Ds	NOTRE
combattants	Nc	COMBATTANT
,	Fw	,
Je	Vvc	Je
vous	Pp	VOUS
ai	Vuc	AVOIR
vu	Ge	VOIR
pour	S	POUR
elle	Pp	IL
autant	Rg	AUTANT
d'	S	DE
indifférence	Nc	INDIFFÉRENCE
,	Fw	,
Que	Vvc	Que
si	Rg	SI
dedans	Rg	DEDANS
nos	Ds	NOTRE
murs	Nc	MUR|MURS
vous	Pp	VOUS
aviez	Vuc	AVOIR
pris	Ge	PRENDRE
naissance	Nc	NAISSANCE
.	Fs	.
J'	Pp	JE
admirais	Vvc	ADMIRER
la	Da	LE
vertu	Nc	VERTU
qui	Pr	QUI
réduisait	Vvc	RÉDUIRE
en	S	EN
vous	Pp	VOUS
Vos	Nc	Vos
plus	Rg	PLUS
chers	Ag	CHER
intérêts	Nc	INTÉRÊT
à	S	À
ceux	Pd	CELUI
de	S	DE
votre	Ds	VOTRE
époux	Nc	ÉPOUX
,	Fw	,
Et	Vvc	Et
je	Pp	JE
vous	Pp	VOUS
consolais	Vvc	CONSOLER
au	S+Da	À+LE
milieu	Nc	MILIEU
de	S	DE
vos	Ds	VOTRE
plaintes	Nc	PLAINTE
,	Fw	,
Comme	Vvc	Comme
si	Cs	SI
notre	Ds	NOTRE
Rome	Nc	Rome
eût	Vuc	AVOIR
fait	Ge	FAIRE
toutes	Di	TOUT
vos	Ds	VOTRE
craintes	Nc	CRAINTE
.	Fs	.
Tant	Rg	TANT
qu'	Cs	QUE
on	Pp	ON
ne	Rp	NE
s'	Pp	SE
est	Vuc	ÊTRE
choqué	Ge	CHOQUER
qu'	Cs	QUE
en	S	EN
de	Dn	UN
légers	Ag	LÉGER
combats	Nc	COMBAT
,	Fw	,
Trop	Nc	Trop
faibles	Ag	FAIBLE
pour	S	POUR
jeter	Vvn	JETER
un	Dn	UN
des	S+Da	DE+LE|DE+LES
partis	Nc	PARTI
à	S	À
bas	Rg	BAS
,	Fw	,
Tant	Vvc	Tant
qu'	Cs	QUE
un	Dn	UN
espoir	Nc	ESPOIR
de	S	DE
paix	Nc	PAIX
a	Vuc	AVOIR
pu	Ge	POUVOIR
flatter	Vvn	FLATTER
ma	Ds	MON
peine	Nc	PEINE
,	Fw	,
Oui	Vvc	Oui
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
vanité	Nc	VANITÉ
d'	S	DE
être	Vun	ÊTRE
toute	Rg	TOUTE
Romaine	Ag	ROMAIN
.	Fs	.
Si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
vu	Ge	VOIR
Rome	Vvc	Rome
heureuse	Ag	HEUREUX
avec	S	AVEC
quelque	Di	QUELQUE
regret	Nc	REGRET
,	Fw	,
Soudain	Vvc	Soudain
j'	Pp	JE
ai	Vuc	AVOIR
condamné	Ge	CONDAMNER
ce	Dd	CE
mouvement	Nc	MOUVEMENT
secret	Ag	SECRET
;	Fw	;
Et	Vvc	Et
si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
ressenti	Ge	RESSENTIR
dans	S	DANS
ses	Ds	SON
destins	Nc	DESTIN
contraires	Ag	CONTRAIRE
Quelque	Vvc	Quelque
maligne	Ag	MALIN
joie	Nc	JOIE
en	S	EN
faveur	Nc	FAVEUR
de	S	DE
mes	Ds	MON
frères	Nc	FRÈRE
,	Fw	,
Soudain	Vvc	Soudain
pour	S	POUR
l'	Pp	IL
étouffer	Vvn	ÉTOUFFER
rappelant	Ga	RAPPELER
ma	Ds	MON
raison	Nc	RAISON
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
pleuré	Ge	PLEURER
quand	Cs	QUAND
la	Da	LE
gloire	Nc	GLOIRE
entrait	Vvc	ENTRER
dans	S	DANS
leur	Ds	LEUR
maison	Nc	MAISON
.	Fs	.
Mais	Cc	MAIS
aujourd'hui	Rg	AUJOURD'HUI
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
l'	Da	LE
une	Pi	UN
ou	Pr	OÙ
l'	Da	LE
autre	Ag	AUTRE
tombe	Nc	TOMBE
,	Fw	,
Qu'	Vvc	Qu'
Albe	Nc	Albe
devienne	Vvc	DEVENIR
esclave	Nc	ESCLAVE
,	Fw	,
ou	Cc	OU
que	Pr	QUE
Rome	Vvc	Rome
succombe	Ge	SUCCOMBER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
après	S	APRÈS
la	Da	LE
bataille	Nc	BATAILLE
il	Pp	IL
ne	Rp	NE
demeure	Vvc	DEMEURER
plus	Rg	PLUS
Ni	Vvc	Ni
d'	S	DE
obstacle	Nc	OBSTACLE
aux	S+Da	À+LES
vainqueurs	Nc	VAINQUEUR
,	Fw	,
ni	Cc	NI
d'	S	DE
espoir	Nc	ESPOIR
aux	S+Da	À+LES
vaincus	Nc	VAINCU
,	Fw	,
J'	Vvc	J'
aurais	Vuc	AVOIR
pour	S	POUR
mon	Ds	MON
pays	Nc	PAYS
une	Dn	UN
cruelle	Ag	CRUEL
haine	Nc	HAINE
,	Fw	,
Si	Vvc	Si
je	Pp	JE
pouvais	Vvc	POUVOIR
encore	Rg	ENCORE
être	Vun	ÊTRE
toute	Rg	TOUTE
Romaine	Ag	ROMAIN
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
demandais	Vvc	DEMANDER
votre	Ds	VOTRE
triomphe	Nc	TRIOMPHE
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Au	Vvc	Au
prix	Nc	PRIX
de	S	DE
tant	Rg	TANT
de	S	DE
sang	Nc	SANG
qui	Pr	QUI
m'	Pp	JE
est	Vuc	ÊTRE
si	Rg	SI
précieux	Ag	PRÉCIEUX
.	Fs	.
Je	Pp	JE
m'	Pp	JE
attache	Vvc	ATTACHER
un	Dn	UN
peu	Rg	PEU
moins	Rg	MOINS
aux	S+Da	À+LES
intérêts	Nc	INTÉRÊT
d'	S	DE
un	Dn	UN
homme	Nc	HOMME
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
pour	S	POUR
Albe	Nc	Albe
,	Fw	,
et	Cc	ET
ne	Rp	NE
suis	Vuc	ÊTRE
plus	Rg	PLUS
pour	S	POUR
Rome	Nc	Rome
,	Fw	,
Je	Vvc	Je
crains	Vvc	CRAINDRE
pour	S	POUR
l'	Da	LE
une	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
en	S	EN
ce	Dd	CE
dernier	Ag	DERNIER
effort	Nc	EFFORT
,	Fw	,
Et	Vvc	Et
serai	Vuc	ÊTRE
du	Dp	DU
parti	Nc	PARTI
qu'	Pr	QUE
affligera	Vvc	AFFLIGER
le	Da	LE
sort	Nc	SORT
.	Fs	.
Égale	Vvc	Égale
à	S	À
tous	Di	TOUT
les	Da	LE
deux	Nc	DEUX
jusques	Nc	jusques
à	S	À
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
Je	Vvc	Je
prendrai	Vvc	PRENDRE
part	Nc	PART
aux	S+Da	À+LES
maux	Nc	MAL
,	Fw	,
sans	S	SANS
en	Pp	EN
prendre	Vvn	PRENDRE
à	S	À
la	Da	LE
gloire	Nc	GLOIRE
;	Fw	;
Et	Vvc	Et
garde	Nc	GARDE
,	Fw	,
en	S	EN
attendant	Ga	ATTENDRE
ses	Ds	SON
funeses	Nc	funeses
rigueurs	Nc	RIGUEUR
,	Fw	,
Mes	Vvc	Mes
larmes	Nc	LARME
aux	S+Da	À+LES
vaincus	Nc	VAINCU
,	Fw	,
et	Cc	ET
ma	Ds	MON
haine	Nc	HAINE
aux	S+Da	À+LES
vainqueurs	Nc	VAINQUEUR
.	Fs	.
Qu'	Cs	QUE
on	Pp	ON
voit	Vvc	VOIR
naître	Vvn	NAÎTRE
souvent	Rg	SOUVENT
de	S	DE
pareilles	Nc	PAREIL|PAREILLE
traverses	Nc	TRAVERSE
En	Vvc	En
des	Dn	UN
esprits	Nc	ESPRIT|ESPRITS
divers	Ag	DIVERS
des	S+Da	DE+LE|DE+LES
passions	Nc	PASSION
diverses	Ag	DIVERS
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
Camille	Nc	Camille
agit	Vvc	AGIR
bien	Rg	BIEN
autrement	Rg	AUTREMENT
!	Fs	!
Son	Ds	SON
frère	Nc	FRÈRE
est	Vuc	ÊTRE
votre	Ds	VOTRE
époux	Nc	ÉPOUX
,	Fw	,
le	Da	LE
vôtre	As#Ps	VÔTRE
est	Vuc	ÊTRE
son	Ds	SON
amant	Nc	AMANT
,	Fw	,
Mais	Vvc	Mais
elle	Pp	IL
voit	Vvc	VOIR
d'	S	DE
un	Dn	UN
oeil	Nc	IL
bien	Rg	BIEN
différent	Ag	DIFFÉRENT
du	S+Da	DE+LE
vôtre	As#Ps	VÔTRE
,	Fw	,
Son	Nc	SON
sang	Nc	SANG
dans	S	DANS
une	Dn	UN
armée	Nc	ARMÉE
,	Fw	,
et	Cc	ET
son	Ds	SON
amour	Nc	AMOUR
dans	S	DANS
l'	Da	LE
autre	Pi	AUTRE
.	Fs	.
Lorsque	Cs	LORSQUE
vous	Pp	VOUS
conserviez	Vvc	CONSERVER
un	Dn	UN
esprit	Nc	ESPRIT
tout	Rg	TOUT
romain	Ag	ROMAIN
,	Fw	,
Le	Vvc	Le
sien	Nc	SIEN
irrésolu	Ag	IRRÉSOLU
,	Fw	,
tremblotant	Ga	TREMBLOTER
,	Fw	,
incertain	Ag	INCERTAIN
,	Fw	,
De	Vvc	De
la	Da	LE
moindre	Ag	MOINDRE
mêlée	Nc	MÊLÉE
appréhendait	Vvc	APPRÉHENDER
l'	Da	LE
orage	Nc	ORAGE
,	Fw	,
De	Vvc	De
tous	Di	TOUT
les	Da	LE
deux	Nc	DEUX
partis	Nc	PARTI
détestait	Vvc	DÉTESTER
l'	Da	LE
avantage	Nc	AVANTAGE
,	Fw	,
Au	Vvc	Au
malheur	Nc	MALHEUR
des	S+Da	DE+LE|DE+LES
vaincus	Nc	VAINCU
donnait	Vvc	DONNER
toujours	Rg	TOUJOURS
ses	Ds	SON
pleurs	Nc	PLEUR
,	Fw	,
Et	Vvc	Et
nourrissait	Vvc	NOURRIR
ainsi	Rg	AINSI
d'	Dn	UN
éternelles	Ag	ÉTERNEL
douleurs	Nc	DOULEUR
.	Fs	.
Mais	Cc	MAIS
hier	Rg	HIER
,	Fw	,
quand	Cs	QUAND
elle	Pp	IL
sut	Vvc	SAVOIR
qu'	Cs	QUE
on	Pp	ON
avait	Vuc	AVOIR
pris	Ge	PRENDRE
journée	Nc	JOURNÉE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
enfin	Rg	ENFIN
la	Da	LE
bataille	Nc	BATAILLE
allait	Vvc	ALLER
être	Vun	ÊTRE
donnée	Ge	DONNER
,	Fw	,
Une	Vvc	Une
soudaine	Ag	SOUDAIN
joie	Nc	JOIE
éclatant	Ga	ÉCLATER
sur	S	SUR
son	Ds	SON
front	Nc	FRONT
.	Fs	.
Ah	I	AH
!	Fs	!
Que	Cs	QUE
je	Pp	JE
crains	Vvc	CRAINDRE
,	Fw	,
Julie	Nc	Julie
,	Fw	,
un	Dn	UN
changement	Nc	CHANGEMENT
si	Rg	SI
prompt	Ag	PROMPT
!	Fs	!
Hier	Rg	HIER
dans	S	DANS
sa	Ds	SON
belle	Ag	BEAU
humeur	Nc	HUMEUR
elle	Pp	IL
entretint	Vvc	ENTRETENIR
Valère	Vvc	Valère
,	Fw	,
Pour	Nc	POUR
ce	Dd	CE
rival	Nc	RIVAL
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
elle	Pp	IL
quitte	Vvc	QUITTER
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
Son	Nc	SON
esprit	Nc	ESPRIT
ébranlé	Ge	ÉBRANLER
par	S	PAR
les	Da	LE
objets	Nc	OBJET
présents	Ag	PRÉSENT
Ne	Vvc	Ne
trouve	Vvc	TROUVER
point	Rg	POINT
d'	S	DE
absent	Nc	ABSENT
aimable	Ag	AIMABLE
après	S	APRÈS
deux	Nc	DEUX
ans	Nc	AN
.	Fs	.
Mais	Cc	MAIS
excusez	Vvc	EXCUSER
l'	Da	LE
ardeur	Nc	ARDEUR
d'	S	DE
une	Dn	UN
amour	Nc	AMOUR
fraternelle	Ag	FRATERNEL
,	Fw	,
Le	Vvc	Le
soin	Nc	SOIN
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
de	S	DE
lui	Pp	IL
me	Pp	JE
fait	Vvc	FAIRE
craindre	Vvn	CRAINDRE
tout	Pi	TOUT
d'	S	DE
elle	Pp	IL
,	Fw	,
Je	Vvc	Je
forme	Nc	FORME
des	S+Da	DE+LE|DE+LES
soupçons	Nc	SOUPÇON
d'	S	DE
un	Dn	UN
sujet	Nc	SUJET
trop	Rg	TROP
