Princesse	Nc	PRINCE|PRINCESSE
Ignores	Vvc	IGNORER
-tu	Vvn	-tu
quel	Dt	QUEL
est	Vuc	ÊTRE
l'	Da	LE
esprit	Nc	ESPRIT
des	S+Da	DE+LE|DE+LES
Cours	Nc	COUR|COURS|COURT
?	Fs	?
L'	Da	LE
intrigue	Nc	INTRIGUE
s'	Pp	SE
y	Pp	Y
conduit	Vvc	CONDUIRE
par	S	PAR
de	Dn	UN
sombres	Ag	SOMBRE
détours	Nc	DÉTOUR
:	Fw	:
Un	Dn	UN
voile	Nc	VOILE
d'	S	DE
équité	Nc	ÉQUITÉ
couvre	Vvc	COUVRIR
les	Da	LE
injustices	Nc	INJUSTICE
;	Fw	;
Le	Vvc	Le
masque	Nc	MASQUE
des	S+Da	DE+LE|DE+LES
vertus	Nc	VERTU
y	Pp	Y
pare	Vvc	PARER
tous	Di	TOUT
les	Da	LE
vices	Nc	VICE
;	Fw	;
L'	Vvc	L'
obscure	Ag	OBSCUR
trahison	Nc	TRAHISON
avec	S	AVEC
un	Dn	UN
front	Nc	FRONT
couvert	Ge	COUVRIR
feint	Vvc	FEINDRE
de	S	DE
nous	Pp	NOUS
être	Vun	ÊTRE
utile	Ag	UTILE
alors	Rg	ALORS
qu'	Cs	QUE
elle	Pp	IL
nous	Pp	NOUS
perd	Vvc	PERDRE
...	Fw	...
;	Fw	;
Devant	Ga	DEVOIR
moi	Pp	JE
l'	Pp	IL
on	Pp	ON
chérit	Vvc	CHÉRIR
l'	Da	LE
héritier	Nc	HÉRITIER
de	S	DE
l'	Da	LE
Empire	Nc	EMPIRE
;	Fw	;
On	Vvc	On
veut	Vvc	VOULOIR
briser	Vvn	BRISER
ses	Ds	SON
fers	Nc	FER|FERS
:	Fw	:
mais	Cc	MAIS
si	Cs	SI
j'	Pp	JE
ose	Vvc	OSER
le	Pp	IL
dire	Vvn	DIRE
,	Fw	,
Ces	Vvc	Ces
desseins	Nc	DESSEIN
généreux	Ag	GÉNÉREUX
pour	S	POUR
être	Vun	ÊTRE
aisément	Rg	AISÉMENT
crus	Ge	CROIRE|CROÎTRE
,	Fw	,
Supposent	Vvc	SUPPOSER
bien	Rg	BIEN
du	S+Da	DE+LE
zèle	Nc	ZÈLE
et	Cc	ET
de	S	DE
rares	Ag	RARE
vertus	Nc	VERTU
:	Fw	:
Chacun	Pi	CHACUN
de	S	DE
ces	Dd	CE
mortels	Nc	MORTEL
,	Fw	,
qu'	Pr	QUE
attendrit	Vvc	ATTENDRIR
ma	Ds	MON
disgrâce	Nc	DISGRÂCE
;	Fw	;
Au	Vvc	Au
défaut	Nc	DÉFAUT
de	S	DE
mon	Ds	MON
fils	Nc	FIL|FILS
,	Fw	,
peut	Vvc	POUVOIR
régner	Vvn	RÉGNER
à	S	À
sa	Ds	SON
place	Nc	PLACE|PLACÉ
.	Fs	.
Je	Pp	JE
ne	Rp	NE
t'	Pp	TU
en	Pp	EN
dis	Vvc	DIRE
pas	Rg	PAS
plus	Rg	PLUS
;	Fw	;
tu	Pp	TU
vois	Vvc	ALLER|VOIR
ce	Pd	CE
qui	Pr	QUI
détruit	Vvc	DÉTRUIRE
Le	Vvc	Le
calme	Ag	CALME
passager	Nc	PASSAGER
de	S	DE
l'	Da	LE
espoir	Nc	ESPOIR
qui	Pr	QUI
me	Pp	JE
luit	Vvc	LUIRE
:	Fw	:
Je	Pp	JE
crains	Vvc	CRAINDRE
l'	Da	LE
ambition	Nc	AMBITION
qui	Pr	QUI
veille	Vvc	VEILLER
auprès	Rg	AUPRÈS
du	S+Da	DE+LE
trône	Nc	TRÔNE
...	Fs	...
Et	Vvc	Et
pour	S	POUR
comble	Nc	COMBLE
de	S	DE
maux	Nc	MAL
,	Fw	,
Maxime	Vvc	Maxime
m'	Pp	JE
abandonne	Vvc	ABANDONNER
.	Fs	.
Lui	Pp	IL
,	Fw	,
de	S	DE
qui	Pr	QUI
le	Da	LE
courage	Nc	COURAGE
aux	S+Da	À+LES
combats	Nc	COMBAT
redouté	Ge	REDOUTER
;	Fw	;
Le	Vvc	Le
crédit	Nc	CRÉDIT
à	S	À
la	Da	LE
Cour	Nc	COUR
,	Fw	,
la	Da	LE
noble	Ag	NOBLE
intégrité	Nc	INTÉGRITÉ
,	Fw	,
Eussent	Vvc	Eussent
seuls	Ag	SEUL
défendu	Ge	DÉFENDRE
la	Da	LE
cause	Nc	CAUSE
de	S	DE
ses	Ds	SON
Maîtres	Nc	Maîtres
;	Fw	;
Et	Vvc	Et
replacé	Ge	REPLACER
mon	Ds	MON
fils	Nc	FIL|FILS
au	S+Da	À+LE
rang	Nc	RANG
de	S	DE
ses	Ds	SON
ancêtres	Nc	ANCÊTRE
;	Fw	;
Il	Vvc	Il
m'	Pp	JE
abandonne	Vvc	ABANDONNER
,	Fw	,
il	Pp	IL
fuit	Vvc	FUIR
,	Fw	,
il	Pp	IL
s'	Pp	SE
éloigne	Vvc	ÉLOIGNER
de	S	DE
moi	Pp	JE
;	Fw	;
Lui	Nc	Lui
,	Fw	,
donc	Rg	DONC
mon	Ds	MON
coeur	Nc	CUR
jamais	Rg	JAMAIS
n'	Rp	NE
eut	Vuc	AVOIR
soupçonné	Ge	SOUPÇONNER
la	Da	LE
foi	Nc	FOI
,	Fw	,
Mais	Vvc	Mais
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
peut-être	Rg	PEUT-ÊTRE
il	Pp	IL
ne	Rp	NE
sait	Vvc	SAVOIR
pas	Rg	PAS
encore	Rg	ENCORE
...	Fs	...
.	Fs	.
Elise	Vvc	ÉLIRE
,	Fw	,
que	Pr	QUE
dis	Vvc	DIRE
-tu	Vvn	-tu
?	Fs	?
Se	Pp	IL
peut-il	Rg	peut-il
qu'	Cs	QUE
il	Pp	IL
ignore	Vvc	IGNORER
Que	Vvc	Que
l'	Da	LE
héritier	Nc	HÉRITIER
du	S+Da	DE+LE
trône	Nc	TRÔNE
est	Vuc	ÊTRE
tombé	Ge	TOMBER
dans	S	DANS
les	Da	LE
fers	Nc	FER|FERS
!	Fs	!
Mon	Ds	MON
infortune	Nc	INFORTUNE
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
a	Vuc	AVOIR
rempli	Ge	REMPLIR
l'	Da	LE
Univers	Nc	UNIVERS
.	Fs	.
On	Pp	ON
se	Pp	IL
fait	Vvc	FAIRE
un	Dn	UN
devoir	Nc	DEVOIR
d'	S	DE
y	Pp	Y
paraître	Vvn	PARAÎTRE
sensible	Ag	SENSIBLE
;	Fw	;
Et	Vvc	Et
Maxime	Vvc	Maxime
lui	Pp	IL
seul	Ag	SEUL
...	Fs	...
.	Fs	.
Non	Rg	NON
,	Fw	,
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
possible	Ag	POSSIBLE
,	Fw	,
Non	Vvc	Non
,	Fw	,
te	Pp	TU
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
il	Pp	IL
trahit	Vvc	TRAHIR
mes	Ds	MON
plus	Rg	PLUS
chers	Ag	CHER
intérêts	Nc	INTÉRÊT
.	Fs	.
Hé	Vvc	Hé
!	Fs	!
pourquoi	Rt	POURQUOI
,	Fw	,
renonçant	Ga	RENONCER
à	S	À
de	Dn	UN
nobles	Ag	NOBLE
succès	Nc	SUCCÈS
,	Fw	,
A	Vvc	A
t-il	Nc	t-il
abandonné	Ge	ABANDONNER
l'	Da	LE
armée	Nc	ARMÉE
,	Fw	,
où	Pr	OÙ
sa	Ds	SON
présence	Nc	PRÉSENCE
,	Fw	,
Du	Vvc	Du
soldat	Nc	SOLDAT
ranimé	Ge	RANIMER
fixait	Vvc	FIXER
la	Da	LE
confiance	Nc	CONFIANCE
?	Fs	?
S'	Cs	SI
il	Pp	IL
ne	Rp	NE
combat	Vvc	COMBATTRE
pour	S	POUR
eux	Pp	EUX
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
combatte	Vvc	COMBATTRE
pour	S	POUR
moi	Pp	JE
...	Fs	...
.	Fs	.
Il	Pp	IL
était	Vuc	ÊTRE
dans	S	DANS
Messine	Vvc	Messine
en	S	EN
ces	Dd	CE
moments	Nc	MOMENT
d'	S	DE
effroi	Nc	EFFROI
,	Fw	,
Où	Vvc	Où
l'	Da	LE
ordre	Nc	ORDRE
redouté	Ge	REDOUTER
d'	S	DE
un	Dn	UN
vainqueur	Nc	VAINQUEUR
sanguinaire	Ag	SANGUINAIRE
Dévouait	Vvc	Dévouait
à	S	À
la	Da	LE
mort	Nc	MORT
mon	Ds	MON
époux	Nc	ÉPOUX
et	Cc	ET
mon	Ds	MON
père	Nc	PÈRE
.	Fs	.
Quelle	Dt	QUEL
part	Nc	PART
a-t-il	V	AVOIR
prise	Nc	PRISE
à	S	À
mes	Ds	MON
justes	Ag	JUSTE
douleurs	Nc	DOULEUR
?	Fs	?
Ai	Vuc	AVOIR
-je	Ge	-je
trouvé	Ge	TROUVER
sa	Ds	SON
main	Nc	MAIN
prête	Ag	PRÊT
à	S	À
sécher	Vvn	SÉCHER
mes	Ds	MON
pleurs	Nc	PLEUR
?	Fs	?
A-t-il	V	AVOIR
daigné	Ge	DAIGNER
me	Pp	JE
voir	Vvn	VOIR
?	Fs	?
...	Fs	...
.	Fs	.
Ah	I	AH
!	Fs	!
Sans	S	SANS
doute	Nc	DOUTE
il	Pp	IL
oublie	Vvc	OUBLIER
Qu'	Vvc	Qu'
autrefois	Rg	AUTREFOIS
à	S	À
son	Ds	SON
sort	Nc	SORT
je	Pp	JE
fus	Vuc	ÊTRE
près	Rg	PRÈS
d'	S	DE
être	Vun	ÊTRE
unie	Ge	UNIR
;	Fw	;
Que	Vvc	Que
l'	Da	LE
instant	Nc	INSTANT
qui	Pr	QUI
brisa	Vvc	BRISER
ce	Dd	CE
fortuné	Ag	FORTUNÉ
lien	Nc	LIEN
,	Fw	,
Frappa	Vvc	FRAPPER
d'	S	DE
un	Dn	UN
coup	Nc	COUP
mortel	Ag	MORTEL
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
et	Cc	ET
le	Da	LE
sien	Ps	SIEN
;	Fw	;
Ces	Vvc	Ces
temps	Nc	TEMPS
restent	Vvc	RESTER
présents	Nc	PRÉSENT
à	S	À
ma	Ds	MON
triste	Ag	TRISTE
pensée	Nc	PENSÉE
:	Fw	:
Que	Cs	QUE
pour	S	POUR
lui	Pp	IL
la	Da	LE
mémoire	Nc	MÉMOIRE
en	Pp	EN
demeure	Vvc	DEMEURER
effacée	Ge	EFFACER
;	Fw	;
Mais	Vvc	Mais
que	Cs	QUE
son	Ds	SON
coeur	Nc	CUR
au-moins	Nc	au-moins
affranchi	Ge	AFFRANCHIR
de	S	DE
ses	Ds	SON
noeuds	Nc	NUD
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
cesse	Vvc	CESSER
d	Nc	d
'	Vvc	'
aimer	Vvn	AIMER
,	Fw	,
sache	Vvc	SAVOIR
être	Vun	ÊTRE
généreux	Ag	GÉNÉREUX
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
devoir	Nc	DEVOIR
sacré	Ge	SACRER
dont	Pr	DONT
rien	Pi	RIEN
ne	Rp	NE
le	Pp	IL
dispense	Vvc	DISPENSER
;	Fw	;
Et	Vvc	Et
...	Fs	...
.	Fs	.
Madame	Nc	MADAME
je	Pp	JE
vois	Vvc	ALLER|VOIR
Arbate	Nc	Arbate
qui	Pr	QUI
s'	Pp	SE
avance	Vvc	AVANCER
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
!	Fs	!
M'	Pp	JE
apportez	Vvc	APPORTER
-vous	Nc	-vous
ou	Cc	OU
la	Da	LE
vie	Nc	VIE
ou	Cc	OU
la	Da	LE
mort	Nc	MORT
?	Fs	?
Le	Da	LE
Ciel	Nc	CIEL
qui	Pr	QUI
,	Fw	,
pour	S	POUR
changer	Vvn	CHANGER
la	Da	LE
rigueur	Nc	RIGUEUR
de	S	DE
mon	Ds	MON
sort	Nc	SORT
,	Fw	,
Vous	Nc	Vous
inspirait	Vvc	INSPIRER
les	Da	LE
soins	Nc	SOIN
d'	S	DE
un	Dn	UN
zèle	Nc	ZÈLE
secourable	Ag	SECOURABLE
,	Fw	,
Honore-t-il	Vvc	Honore-t-il
ces	Dd	CE
soins	Nc	SOIN
d'	S	DE
un	Dn	UN
regard	Nc	REGARD
favorable	Ag	FAVORABLE
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
en	S	EN
vous	Pp	VOUS
servant	Ga	SERVIR
j'	Pp	JE
eusse	Vuc	AVOIR
été	Ge	ÊTRE
trop	Rg	TROP
heureux	Ag	HEUREUX
;	Fw	;
Mais	Vvc	Mais
le	Da	LE
succès	Nc	SUCCÈS
est	Vuc	ÊTRE
loin	Rg	LOIN
de	S	DE
répondre	Vvn	RÉPONDRE
à	S	À
mes	Ds	MON
voeux	Nc	VU
.	Fs	.
Rien	Pi	RIEN
n'	Rp	NE
a	Vuc	AVOIR
pu	Ge	POUVOIR
du	S+Da	DE+LE
tyran	Nc	TYRAN
fléchir	Vvn	FLÉCHIR
la	Da	LE
barbarie	Nc	BARBARIE
.	Fs	.
Par	S	PAR
les	Da	LE
prospérités	Nc	PROSPÉRITÉ
son	Ds	SON
âme	Nc	ÂME
enorgueillie	Ge	ENORGUEILLIR
Abuse	Nc	Abuse
de	S	DE
ses	Ds	SON
droits	Nc	DROIT|DROITS
en	S	EN
traitant	Ga	TRAITER
avec	S	AVEC
nous	Pp	NOUS
:	Fw	:
Tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
nous	Pp	NOUS
propose	Vvc	PROPOSER
est	Vuc	ÊTRE
un	Dn	UN
affront	Nc	AFFRONT
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
Votre	Ds	VOTRE
fils	Nc	FIL|FILS
malheureux	Ag	MALHEUREUX
,	Fw	,
pour	S	POUR
sortir	Vvn	SORTIR
d'	S	DE
esclavage	Nc	ESCLAVAGE
,	Fw	,
Doit	Vvc	DEVOIR
du	S+Da	DE+LE
Trône	Nc	Trône
à	S	À
ses	Ds	SON
pieds	Nc	PIED
offrir	Vvn	OFFRIR
un	Dn	UN
humble	Ag	HUMBLE
hommage	Nc	HOMMAGE
.	Fs	.
Et	Cc	ET
recevoir	Vvn	RECEVOIR
des	Dn	UN
lois	Nc	LOI
avant	S	AVANT
que	Cs	QUE
d'	S	DE
en	Pp	EN
donner	Vvn	DONNER
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
L'	Pp	IL
offre	Vvc	OFFRIR
du	S+Da	DE+LE
Tyran	Nc	TYRAN
va	Vvc	ALLER
plus	Rg	PLUS
vous	Pp	VOUS
étonner	Vvn	ÉTONNER
.	Fs	.
Nommé	Vvc	Nommé
par	S	PAR
le	Da	LE
Sénat	Nc	Sénat
,	Fw	,
Protecteur	Nc	PROTECTEUR
de	S	DE
l'	Da	LE
Empire	Nc	EMPIRE
Pour	Ag	Pour
confirmer	Vvn	CONFIRMER
ce	Dd	CE
titre	Nc	TITRE
où	Pr	OÙ
son	Ds	SON
orgueuil	Nc	orgueuil
aspire	Vvc	ASPIRER
,	Fw	,
De	Vvc	De
votré	Ag	votré
main	Nc	MAIN
encore	Rg	ENCORE
il	Pp	IL
recherche	Vvc	RECHERCHER
l'	Da	LE
honneur	Nc	HONNEUR
.	Fs	.
Ma	Ds	MON
main	Nc	MAIN
!	Fs	!
Lui	Pp	IL
!	Fs	!
Ce	Dd	CE
brigand	Nc	BRIGAND
!	Fs	!
Dieu	Nc	DIEU
puissant	Ag	PUISSANT
!	Fs	!
Ciel	Nc	CIEL
vengeur	Nc	VENGEUR
...	Fs	...
.	Fs	.
Ô	Nc	Ô
Valentinien	Ag	Valentinien
!	Fs	!
Ô	Vvc	Ô
mânes	Nc	MÂNE
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
!	Fs	!
Quels	Dt	QUEL
affronts	Nc	AFFRONT
désormais	Rg	DÉSORMAIS
manquent	Vvc	MANQUER
à	S	À
ma	Ds	MON
misère	Nc	MISÈRE
?	Fs	?
Votre	Ds	VOTRE
assassin	Nc	ASSASSIN
lui-même	Pp	LUI-MÊME
ose	Vvc	OSER
briguer	Vvn	BRIGUER
ma	Ds	MON
foi	Nc	FOI
!	Fs	!
Le	Pp	IL
Sénat	Vvc	Sénat
indigné	Ge	INDIGNER
d'	S	DE
une	Dn	UN
si	Rg	SI
dure	Ag	DUR
loi	Nc	LOI
,	Fw	,
Rejette	Vvc	REJETER
loin	Rg	LOIN
de	S	DE
lui	Pp	IL
cette	Dd	CE
offre	Nc	OFFRE
injurieuse	Ag	INJURIEUX
:	Fw	:
Mais	Cc	MAIS
tandis	Nc	tandis
qu'	Cs	QUE
avec	S	AVEC
vous	Pp	VOUS
il	Pp	IL
plaint	Vvc	PLAINDRE
la	Da	LE
honte	Nc	HONTE
affreuse	Ag	AFFREUX
,	Fw	,
Où	Vvc	Où
le	Da	LE
malheur	Nc	MALHEUR
des	S+Da	DE+LE|DE+LES
temps	Nc	TEMPS
vous	Pp	VOUS
réduit	Vvc	RÉDUIRE
en	S	EN
ce	Dd	CE
joui	Ge	JOUIR
;	Fw	;
Par	Nc	PAR
une	Dn	UN
loi	Nc	LOI
cruelle	Ag	CRUEL
affligeant	Ga	AFFLIGER
votre	Ds	VOTRE
amour	Nc	AMOUR
,	Fw	,
Lui-même	Vvc	Lui-même
il	Pp	IL
va	Vvc	ALLER
vous	Pp	VOUS
faire	Vvn	FAIRE
une	Dn	UN
injure	Nc	INJURE
aussi	Rg	AUSSI
grande	Ag	GRAND
:	Fw	:
Mais	Cc	MAIS
la	Da	LE
nécessité	Nc	NÉCESSITÉ
le	Pp	IL
veut	Vvc	VOULOIR
et	Cc	ET
le	Pp	IL
commande	Vvc	COMMANDER
...	Fs	...
.	Fs	.
On	Pp	ON
va	Vvc	ALLER
donner	Vvn	DONNER
un	Dn	UN
Maître	Nc	Maître
à	S	À
l'	Da	LE
Occident	Nc	OCCIDENT
troublé	Ge	TROUBLER
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
Mon	Ds	MON
fils	Nc	FIL|FILS
,	Fw	,
de	S	DE
ses	Ds	SON
droits	Nc	DROIT|DROITS
sera	Vuc	ÊTRE
donc	Rg	DONC
dépouillé	Ge	DÉPOUILLER
.	Fs	.
En	Pp	EN
jouira-t-il	Vvc	jouira-t-il
plus	Rg	PLUS
si	Cs	SI
le	Da	LE
droit	Nc	DROIT
de	S	DE
la	Da	LE
guerre	Nc	GUERRE
Soumet	Vvc	SOUMETTRE
à	S	À
des	Dn	UN
brigands	Nc	BRIGAND
le	Da	LE
reste	Nc	RESTE
de	S	DE
la	Da	LE
terre	Nc	TERRE
?	Fs	?
Si	Cs	SI
le	Pp	IL
Vandale	Vvc	Vandale
admis	Nc	ADMIS
